Sample	CMP-Legionaminate-Biosynthesis	CMP-N-Acetylneuraminate-Biosynthesis	CMP-pseudaminate biosynthesis	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	gibberellin biosynthesis II (early C-3 hydroxylation)	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	gibberellin biosynthesis V	inosine-5'-phosphate biosynthesis I	inosine-5'-phosphate biosynthesis II	inosine-5'-phosphate biosynthesis III
SRR5947812	47.7	4.5	1.6666666666666667	0.0	0.0	0.0	0.0	13.2	15.666666666666666	13.2
SRR5947813	71.1	5.5	3.0	0.0	0.0	0.0	0.0	16.4	18.0	16.4
SRR5947815	47.13333333333333	3.0	2.0	0.0	0.0	0.0	0.0	10.6	11.666666666666666	10.6
SRR5947821	74.83333333333333	6.166666666666666	3.0	0.0	0.0	0.0	0.0	18.2	21.0	18.2
SRR5947830	25.3	0.0	2.5	2.0	2.0	1.7142857142857142	2.0	5.75	5.0	5.75
SRR5947831	43.03333333333334	4.0	3.0	2.0	2.0	1.7142857142857142	2.0	9.6	10.333333333333334	9.6
SRR5947832	29.4	2.5	1.0	0.0	0.0	0.0	0.0	4.6	4.666666666666667	4.6
SRR5947834	25.0	1.0	1.25	0.0	0.0	0.0	0.0	5.6	6.333333333333333	5.6
SRR5947836	20.83333333333333	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	6.0	6.333333333333333	6.0
SRR5947838	50.733333333333334	5.0	1.6666666666666667	0.0	0.0	0.0	0.0	9.2	10.666666666666666	9.2
SRR5947843	20.866666666666667	4.5	0.0	2.0	2.0	1.7142857142857142	2.0	4.2	4.666666666666667	4.2
SRR5947846	60.2	6.5	2.0	2.0	2.0	0.0	2.0	14.0	17.333333333333332	14.0
SRR5947851	37.333333333333336	0.0	1.6666666666666667	0.0	0.0	0.0	0.0	8.0	9.333333333333334	8.0
SRR5947869	65.33333333333333	3.5	2.6666666666666665	0.0	0.0	0.0	0.0	15.6	18.666666666666668	15.6
SRR5947879	53.4	4.0	3.0	2.0	2.0	1.7142857142857142	2.0	12.6	13.666666666666666	12.6
SRR5983264	34.766666666666666	1.5	1.6666666666666667	0.0	0.0	0.0	0.0	6.5	6.0	6.5
SRR5983265	76.93333333333332	5.5	4.25	0.0	0.0	0.0	0.0	19.4	20.33333333333333	19.4
SRR5983268	59.766666666666666	5.5	2.6666666666666665	0.0	0.0	0.0	0.0	20.4	23.666666666666668	20.4
SRR5983270	47.93333333333334	2.5	2.5	0.0	0.0	0.0	0.0	11.6	13.0	11.6
SRR5983271	45.13333333333333	4.5	2.75	0.0	0.0	0.0	0.0	10.0	11.666666666666666	10.0
SRR5983272	37.766666666666666	0.0	1.3333333333333333	2.0	2.0	1.7142857142857142	2.0	8.4	9.666666666666666	8.4
SRR5983275	12.9	0.0	0.0	0.0	0.0	0.0	0.0	5.5	5.0	5.5
SRR5983276	37.94444444444444	1.5	1.0	0.0	0.0	0.0	0.0	13.5	12.333333333333334	13.5
SRR5983277	37.63333333333333	2.0	2.333333333333333	0.0	0.0	0.0	0.0	7.6	7.666666666666667	7.6
SRR5983279	28.566666666666666	0.0	1.6666666666666667	0.0	0.0	0.0	0.0	7.0	7.333333333333333	7.0
SRR5983282	47.86666666666667	2.0	1.6666666666666667	0.0	0.0	0.0	0.0	9.6	11.333333333333334	9.6
SRR5983284	40.43333333333334	0.0	0.0	0.0	0.0	0.0	0.0	12.25	10.666666666666666	12.25
SRR5983291	13.375	0.0	0.0	0.0	0.0	0.0	0.0	5.25	5.333333333333333	5.25
SRR5983294	15.3	0.0	0.0	0.0	0.0	0.0	0.0	5.75	5.0	5.75
SRR5983297	50.93333333333334	4.5	3.0	0.0	0.0	0.0	0.0	10.0	10.666666666666666	10.0
SRR5983299	35.1	3.0	0.0	2.0	2.0	1.7142857142857142	2.0	13.0	12.666666666666666	13.0
SRR5983300	58.46666666666666	1.5	2.5	0.0	0.0	0.0	0.0	11.2	11.666666666666666	11.2
SRR5983301	63.9	4.5	4.666666666666667	0.0	0.0	0.0	0.0	14.6	16.333333333333332	14.6
SRR5983315	33.333333333333336	2.0	2.333333333333333	0.0	0.0	0.0	0.0	8.8	9.333333333333334	8.8
SRR5983317	49.3	4.5	0.0	0.0	0.0	0.0	0.0	11.6	13.666666666666666	11.6
SRR5983325	43.1	0.0	2.0	0.0	0.0	0.0	0.0	8.8	10.0	8.8
SRR5983326	56.5	2.0	1.6666666666666667	1.0	1.0	0.0	1.0	10.2	11.333333333333334	10.2
SRR5983327	60.4	3.5	2.0	5.0	5.0	5.285714285714286	5.0	11.4	12.0	11.4
SRR5983329	49.93333333333334	2.0	2.75	0.0	0.0	0.0	0.0	12.0	13.0	12.0
SRR5983331	28.9	2.0	1.5	0.0	0.0	0.0	0.0	6.2	7.333333333333333	6.2
SRR5983333	41.2	0.0	1.5	0.0	0.0	0.0	0.0	8.0	9.0	8.0
SRR5983335	45.0	3.5	2.75	0.0	0.0	0.0	0.0	11.0	12.333333333333334	11.0
SRR5983346	51.06666666666666	3.0	4.0	0.0	0.0	0.0	0.0	9.8	11.0	9.8
SRR5983354	37.86666666666667	1.5	2.0	0.0	0.0	0.0	0.0	9.0	9.666666666666666	9.0
SRR5983355	25.77777777777778	1.5	0.0	1.0	1.0	1.0	1.0	5.4	6.333333333333333	5.4
SRR5983357	35.666666666666664	0.0	0.0	0.0	0.0	0.0	0.0	6.4	5.666666666666667	6.4
SRR5983360	61.266666666666666	0.0	2.25	1.0	1.0	0.0	1.0	13.2	14.333333333333334	13.2
SRR5983367	56.0	5.5	2.6666666666666665	2.0	2.0	1.7142857142857142	2.0	11.0	12.666666666666666	11.0
SRR5983372	44.46666666666666	2.0	3.0	1.0	1.0	0.0	1.0	9.6	11.0	9.6
SRR5983376	35.5	2.0	2.333333333333333	0.0	0.0	0.0	0.0	6.4	7.333333333333333	6.4
SRR5983377	21.7	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	4.2	4.666666666666667	4.2
SRR5983379	54.93333333333334	5.0	0.0	0.0	0.0	0.0	0.0	11.0	11.666666666666666	11.0
SRR5983380	42.6	4.0	1.5	0.0	0.0	0.0	0.0	10.4	11.0	10.4
SRR5983384	43.3	2.5	1.25	0.0	0.0	0.0	0.0	9.2	9.333333333333334	9.2
SRR5983386	38.6	3.0	1.75	0.0	0.0	0.0	0.0	8.6	8.333333333333334	8.6
SRR5983391	47.6	3.5	1.6666666666666667	0.0	0.0	0.0	0.0	11.8	13.333333333333334	11.8
SRR5983393	44.86666666666667	1.5	3.5	0.0	0.0	0.0	0.0	7.0	7.333333333333333	7.0
SRR5983400	43.766666666666666	3.5	2.6666666666666665	0.0	0.0	0.0	0.0	7.6	7.333333333333333	7.6
SRR5983401	38.96666666666666	2.5	2.5	0.0	0.0	0.0	0.0	13.5	13.0	13.5
SRR5983403	37.36666666666667	0.0	1.5	2.0	2.0	0.0	2.0	11.8	13.666666666666666	11.8
SRR5983405	44.1	2.0	4.333333333333333	0.0	0.0	0.0	0.0	8.8	9.666666666666666	8.8
SRR5983406	17.11111111111111	1.0	0.0	0.0	0.0	0.0	0.0	4.0	4.666666666666667	4.0
SRR5983408	30.88888888888889	1.0	1.75	0.0	0.0	0.0	0.0	6.4	6.666666666666667	6.4
SRR5983411	51.2	3.0	1.5	3.0	3.0	2.7142857142857144	3.0	13.8	15.333333333333334	13.8
SRR5983412	27.366666666666667	2.5	1.3333333333333333	0.0	0.0	0.0	0.0	5.25	4.333333333333333	5.25
SRR5983418	74.8	3.0	3.0	0.0	0.0	0.0	0.0	15.6	17.333333333333332	15.6
SRR5983422	45.06666666666666	2.5	2.333333333333333	0.0	0.0	0.0	0.0	8.8	10.0	8.8
SRR5983428	37.4	2.5	1.5	0.0	0.0	0.0	0.0	7.8	8.666666666666666	7.8
SRR5983434	32.77777777777778	2.0	1.6666666666666667	0.0	0.0	0.0	0.0	8.5	8.0	8.5
SRR5983436	32.56666666666666	1.0	2.6666666666666665	0.0	0.0	0.0	0.0	6.4	7.333333333333333	6.4
SRR5983437	54.63333333333333	6.0	3.0	1.0	1.0	1.0	1.0	14.6	16.0	14.6
SRR5983446	47.0	0.0	1.75	0.0	0.0	0.0	0.0	8.0	7.333333333333333	8.0
SRR5983450	47.833333333333336	3.5	1.5	2.0	2.0	1.7142857142857142	2.0	9.6	10.0	9.6
SRR5983459	19.9	0.0	1.0	2.0	2.0	1.7142857142857142	2.0	4.2	5.333333333333333	4.2
SRR5983462	36.3	2.5	2.0	1.0	1.0	0.0	1.0	10.5	9.666666666666666	10.5
SRR5983469	73.2	6.0	4.333333333333333	0.0	0.0	0.0	0.0	12.6	12.666666666666666	12.6
SRR5983470	20.933333333333334	1.5	0.0	0.0	0.0	0.0	0.0	5.8	7.333333333333333	5.8
SRR5983472	46.7	4.0	1.6666666666666667	2.0	2.0	1.7142857142857142	2.0	10.8	13.0	10.8
SRR5983475	42.833333333333336	1.0	2.333333333333333	0.0	0.0	0.0	0.0	7.6	7.666666666666667	7.6
SRR5983476	35.44444444444444	2.0	1.3333333333333333	0.0	0.0	0.0	0.0	10.0	10.0	10.0
SRR5983479	43.233333333333334	6.0	3.6666666666666665	2.0	2.0	1.7142857142857142	2.0	7.8	8.0	7.8
SRR5983480	50.233333333333334	6.5	2.25	0.0	0.0	0.0	0.0	11.4	13.333333333333334	11.4
SRR5983481	63.3	4.0	3.6666666666666665	0.0	0.0	0.0	0.0	12.2	14.0	12.2
