,Biosynthesis_of_Cofactors_and_Vitamins,Carbohydrate_metabolism,Cellular_Structure_and_Modification_of_Macromolecules,Central_metabolism_and_energy,Lipid_metabolism,Metabolism_of_Alcohols_and_Aldehydes,Metabolism_of_Aromatic_Compounds_and_Xenobiotics,Metabolism_of_Carboxylic_Acids,Metabolism_of_amino_acids_and_derivatives,None,Nucleotide_and_Nucleic_Acid_Metabolism,Signaling_and_Regulation_Metabolism,Specialized_and_Miscellaneous_Routes,group
train_2263,0.006867128989,0.00353717257,0.0027650329,0.003141335817,0.00312486982,6.0234445000000004e-05,0.000572006713,0.001371975634,0.00928349945,0.00086468385,0.0105498813,8.49006e-06,0.003770552276,H
train_2264,0.00722765722,0.0036079842409999997,0.00235246735,0.004488704096,0.004074634358,0.00021323668,0.000754477368,0.001255953659,0.009096373525,0.00104934632,0.00924121026,2.4913336e-05,0.003747856435,H
train_2265,0.00845912522,0.0040719327,0.0028180308,0.005242515213,0.0051258531,0.00034202261,0.0005838084,0.0019264612,0.010280233465,0.0014965593,0.01068016168,6.63226e-05,0.00460231076,H
train_2266,0.007767502935,0.004203762914,0.00302378517,0.00409988513,0.00387599052,0.000128239141,0.0006233585219999999,0.00167408513,0.0110603469,0.00111761067,0.011702926467,2.19545e-05,0.004038443349,H
train_2267,0.00685321384,0.003493724305,0.0027290463000000003,0.00292553797,0.00353879328,6.06751e-05,0.00055334213,0.001420200689,0.00853538215,0.0008347658,0.01031468495,1.58175e-05,0.0035565960599999997,H
train_2268,0.007937951654,0.003935529588,0.0038061604,0.00271679065,0.0022808029420000003,5.0536086e-05,0.00035569283600000003,0.0016205183169999999,0.009267439322,0.00122909965,0.01294227789,4.7499e-06,0.0034717991159999998,H
train_2269,0.00798741134,0.00532185358,0.00315515336,0.006373613502,0.00540503585,0.000299333724,0.001173806921,0.00184268662,0.011578305625,0.0017447694,0.01079422513,0.0001115474,0.004179264784,H
train_2270,0.007713916262,0.004697436451,0.00435837892,0.00301948372,0.00227140968,6.5686795e-05,0.00046037333,0.001369136485,0.010190051912,0.00083569741,0.0107467878,9.7525e-06,0.00414899343,H
train_2271,0.00717661154,0.00459717243,0.004604900148,0.003316849763,0.003187917634,0.00013918646,0.00041667535599999996,0.000989534792,0.010275230934,0.0007924058,0.01109838581,1.923635e-05,0.0049082909,H
train_2272,0.007358085621,0.0039684640299999996,0.00328804269,0.003879399636,0.004025934879,0.000140905475,0.000460506586,0.0014596358200000001,0.0105006255008,0.00105098424,0.01011030533,1.8313004e-05,0.00413366966,H
train_2273,0.007595984482,0.0049856621,0.00321728484,0.005163730057,0.00245195056,0.00024894578800000003,0.0011057922200000002,0.00165047693,0.010964916552,0.0018036834410000001,0.01137469475,8.560134999999999e-05,0.004128685219,H
train_2274,0.007321458609,0.00391666267,0.00329395216,0.0035657205000000003,0.0032716612569999998,8.723208e-05,0.000353244736,0.001609280512,0.010665648466,0.00126256804,0.010749155467,1.24857e-05,0.004103615188,H
train_2275,0.0060028534089999995,0.003825712594,0.002752607494,0.00433542399,0.002792208127,0.000164797219,0.000806250439,0.001114590236,0.008816352113,0.00119324969,0.0093426835,1.3380869e-05,0.0034605407590000002,H
train_2276,0.00804148095,0.003635714969,0.0033603043000000003,0.00417913857,0.00381963177,0.00015932807200000001,0.000522739256,0.00106667817,0.009449039741,0.0011792270560000001,0.010619496594,3.49298e-05,0.004592957421,H
train_2277,0.00783299386,0.00512311684,0.0033832166,0.004297609027,0.002383648987,0.00011852668299999999,0.00035374723,0.00217880612,0.01209213797,0.00153890004,0.01161241507,3.97257e-05,0.00393383538,H
train_2278,0.00687980228,0.004093620433,0.00323322547,0.00334379283,0.0029678832029999998,3.600978e-05,0.00028814448599999995,0.001349491344,0.00951587169,0.001043717,0.01015238861,5.67479e-06,0.00392237274,H
train_2279,0.006378833052,0.004382340686,0.003900367,0.00311135693,0.002314538925,6.7835592e-05,0.000313732925,0.00100423578,0.010055545859,0.0007287984220000001,0.01015865482,1.0339427e-05,0.00422905923,H
train_2280,0.008696628,0.0047591355,0.0030989414,0.0050677102,0.00350043324,0.00024231610900000001,0.000511443503,0.00205961723,0.011761550853,0.00152950067,0.01122330855,3.3930935999999996e-05,0.004409454317,H
train_2281,0.0067160191,0.00311623653,0.00282718056,0.004329953629,0.003039971724,0.00020380845,0.00052085173,0.001478181668,0.009217284155,0.00122731006,0.01029840904,3.3970978e-05,0.003552320747,H
train_2282,0.00854357196,0.00376622447,0.003035555506,0.0045933467399999995,0.00483603984,0.00022297531800000002,0.00073717059,0.0014709961,0.01159206026,0.001191354573,0.01269943805,4.4029900000000003e-05,0.004257535883,H
train_2283,0.008543784547,0.00463137939,0.00312115653,0.004445067437,0.003995777882,0.000166621074,0.0007436859550000001,0.00139805848,0.0109822115055,0.00144919814,0.010169513,2.5694759e-05,0.004206914595,H
train_2284,0.008063677953,0.004046034511,0.00306947691,0.004421477694,0.003452602015,0.00019545425999999998,0.0005915984299999999,0.001899339991,0.009899386284,0.001434650452,0.011434690297,2.6161000000000002e-05,0.004302873132,H
train_2285,0.00853250188,0.0047084329289999996,0.00300916195,0.005223835091,0.00478073071,0.00028105241,0.000806383144,0.001820178834,0.01186523969,0.00138753416,0.01117350747,7.63271e-05,0.00493018594,H
train_2286,0.00888437965,0.00520756159,0.0028248783,0.006108225197,0.00535394463,0.00039832674,0.000721963714,0.00230707818,0.011544582751,0.00172952258,0.01100431314,6.80091e-05,0.0049748485410000005,H
train_2287,0.006896137887,0.004077892407,0.00389926472,0.004366003595,0.002268620298,5.87455299e-05,0.0011262192170000001,0.00116058696,0.010997766839,0.00140535122,0.01070463355,3.4307499999999997e-06,0.00495008525,H
train_2288,0.00804356525,0.00407926555,0.002542738909,0.003995301774,0.00399039704,0.0002532872,0.000704159945,0.001243119,0.008740905424,0.0010664665,0.00965433962,4.29225e-05,0.003626120904,H
train_2289,0.00837252721,0.0035553701300000003,0.00293815045,0.0034151424,0.00342713865,4.024337e-05,0.00049932748,0.0015762983,0.00976130385,0.00110188021,0.01189156348,6.34689e-06,0.00389799274,H
train_2290,0.00673531972,0.00295196101,0.00289454926,0.00344333744,0.00304872415,0.00014985889,0.0005237459799999999,0.00100864092,0.008409873625,0.00083954458,0.009711299031,2.03096e-05,0.004056493673,H
train_2291,0.00856109523,0.00390914667,0.0026922427,0.00532403407,0.00532889409,0.00034802431,0.000834674668,0.001639556578,0.009850832032,0.00150596967,0.00967922265,6.28056e-05,0.004130657348,H
train_2292,0.00758747458,0.0040559772,0.0034128353,0.00358589862,0.00316869611,6.6557433e-05,0.00052176723,0.0015013641980000001,0.01016553266,0.00127247766,0.01091987732,1.05849e-05,0.0038337982,H
train_2293,0.006576199516,0.004249106061,0.0023457652,0.00708832469,0.0054438312280000005,0.00058658739,0.00061744768,0.00151102196,0.009981026304,0.0016419479,0.00874241113,7.004373e-05,0.004513039968,H
train_2294,0.008622671729,0.003571871463,0.003052200356,0.003412430246,0.004761371789,9.411032500000001e-05,0.000937496358,0.00141365873,0.010142136483,0.00114012762,0.0102117126,1.643427e-05,0.003883512595,H
train_2295,0.00711714229,0.00347143602,0.0026103359,0.0032591194,0.00388186484,9.804615e-05,0.00048934755,0.0011502742,0.00860790319,0.0010767158,0.00981641201,6.80403e-06,0.00336036049,H
train_2296,0.00780704822,0.00314825838,0.002609811387,0.0030951396559999998,0.004552752518,0.00010458642,0.00052016243,0.00104142644,0.008997975925,0.00103806686,0.01044463558,1.037735e-05,0.0036023354,H
train_2297,0.00832764566,0.00457918633,0.00330143271,0.004902851234,0.003675406858,0.000229686959,0.000705288402,0.00165287023,0.010403153956,0.00148524709,0.01119668835,5.2239760000000005e-05,0.004262300312,H
train_2298,0.00823763245,0.003252588599,0.0031355413,0.00289244466,0.00370414768,7.661861999999999e-05,0.0004508163,0.00150666345,0.00884688651,0.00104380954,0.0117844948,0.0,0.0034377436,H
train_2299,0.008493360573,0.00360987368,0.00281603458,0.003750208218,0.004059402649,0.00010108072,0.000709427384,0.00126792629,0.009384022836,0.00111944695,0.01043177449,2.2286760000000002e-05,0.0037535230349,H
train_2300,0.00762721727,0.003160712059,0.00339792955,0.003884788541,0.0032478329199999998,0.00013132328,0.000395938263,0.00123943692,0.00989746507,0.000985315088,0.01075211882,1.476704e-05,0.004407767208,H
train_2301,0.00782409111,0.003813108503,0.0030751555800000003,0.004660539755,0.00363273416,0.00020338593,0.00093130988,0.0016101555,0.010429917851,0.00144531369,0.010274126599999999,5.70293e-05,0.0039202871450000005,H
train_2302,0.00788321988,0.00358112826,0.00281121483,0.0038922362,0.00347869409,0.000119693069,0.000604668281,0.001284718441,0.010019697682,0.00105394538,0.010471789908,1.4113520000000001e-05,0.003501206819,H
train_2303,0.00692109568,0.00409439899,0.00236619036,0.00363013475,0.003540258709,0.000122493278,0.000609696589,0.00125180776,0.008823574366,0.00111775067,0.009798620707,1.356708e-05,0.003487734986,H
train_2304,0.00845539214,0.00336108568,0.0027918642,0.0037118241299999998,0.0041302069,0.00010912107,0.00064565036,0.001318554073,0.01042558756,0.0010194899,0.011516327659,2.53191e-05,0.00424424049,H
train_2305,0.007383813701,0.004047176846,0.0031020936,0.003922183296,0.003021924677,0.0001241288,0.00063593544,0.001435087201,0.009775005600000001,0.00125713465,0.01099754405,2.60355e-05,0.003838454428,H
train_2306,0.008515643409999999,0.004318209319,0.0025686127299999998,0.00601053577,0.00610594179,0.00055308757,0.000793937888,0.0018870827999999998,0.009986621431,0.001568861095,0.00945936121,0.00011025640000000001,0.00487048955,H
train_2307,0.00839913879,0.00402302855,0.003573136638,0.004021161475,0.0032291320550000002,0.000134725917,0.000517723117,0.00168174563,0.010527411037,0.001369148151,0.012803113457,2.3187430000000003e-05,0.004214258468,H
train_2308,0.00869485602,0.00495964967,0.002947599,0.004968878306,0.00428963733,0.00020760521,0.000575072473,0.0020612502099999997,0.012177975326600001,0.00144479754,0.012029547735,4.5286274799999995e-05,0.004452730738,H
train_2309,0.009678519375,0.00511563789,0.0028699271,0.007472896418,0.00715245153,0.0007466655200000001,0.0009449389047,0.0022223308747,0.011409236586,0.001891985626,0.010565730533,0.0001279545,0.005362814699,H
train_2310,0.008608610149,0.005159131171,0.00285069558,0.007262220399,0.00579659335,0.00056683568,0.00124000422,0.001690040415,0.010854335688,0.00175397534,0.01013811601,0.000110019,0.00471951336,H
train_2311,0.00880316045,0.00553553177,0.00373034879,0.00422805067,0.0022808835,0.00014434025,0.00051882376,0.0025323973999999997,0.0127247824,0.00160360843,0.01220369425,4.80093e-05,0.00386889896,H
train_2312,0.00887723919,0.004059532148,0.0027946803,0.00589239516,0.0060131811700000004,0.00038966937,0.000697105119,0.00185759493,0.010620780094,0.0015209541799999999,0.01064432777,8.76124e-05,0.004431163872,H
train_2313,0.00822256082,0.00455588484,0.00395291395,0.003730858047,0.00383717669,0.00013395175,0.000505166796,0.00163304766,0.010859648471,0.00120546819,0.010420655328,5.1945839999999996e-05,0.003981907674,H
train_2314,0.01041409082,0.005439652085,0.00307958749,0.0095051719,0.00855530586,0.00098970891,0.001750350881,0.002598625116,0.0119033759438,0.00197110487,0.01165816655,0.000246707891,0.006225071411,H
train_2315,0.00957369141,0.005419209128,0.00273684749,0.008941261264,0.0079356177,0.0008543788,0.001361748049,0.00222403985,0.01164987502,0.001976688,0.01000131821,0.0001392419,0.005661399166,H
train_2316,0.00700025211,0.00348011704,0.003354255553,0.003326115206,0.00280614508,7.4663888e-05,0.00044339826600000003,0.0013044423670000001,0.0098748613,0.0010975177,0.010688893641,4.43254e-06,0.003703677128,H
train_2317,0.00802306391,0.0047978811900000005,0.00366872592,0.00408999185,0.00329427846,0.00016794234,0.00058171017,0.001609341108,0.010000227943,0.00105394048,0.010256067193,2.1479367e-05,0.00412986552,H
train_2318,0.00619094287,0.0036978721,0.002289401008,0.003002730755,0.003142378705,0.000141016976,0.000514988369,0.00092518746,0.00707476727,0.0009246718,0.00854837565,1.245992e-05,0.003217063475,MD
train_2319,0.00704696835,0.00376800079,0.00235581842,0.00391336245,0.00362493533,0.00020133428,0.00045764141,0.00137690602,0.008624668436,0.0012648397,0.008756908839999999,3.38929e-05,0.0035296935969999998,MD
train_2320,0.00605410161,0.003057757,0.0033078977,0.002845358921,0.0023627301,4.245609e-05,0.00036069555000000004,0.0012964978,0.00879610216,0.00101431195,0.00986657458,0.0,0.00347127226,MD
train_2321,0.00710507165,0.00411756874,0.0033412194,0.00306197606,0.00310683994,4.3772439e-05,0.00046898697,0.001260412147,0.009352384103000001,0.00083049851,0.01021010761,7.50767e-07,0.00385756829,MD
train_2322,0.00665873262,0.00359060883,0.0034113235,0.00352580502,0.00224323486,0.00011649949999999999,0.00039856339,0.0013180817,0.00917080447,0.00111343058,0.01001696075,3.0675e-05,0.00327912076,MD
train_2323,0.00721858714,0.00356172363,0.00221399713,0.004830309696,0.00475116989,0.00028556998599999997,0.00048796262700000003,0.00139398023,0.00886462954,0.0012668227,0.00874500956,4.0398800000000004e-05,0.004146797447,MD
train_2324,0.0069495429,0.003726034459,0.00247194284,0.00370862752,0.00394064797,0.00019947979,0.000655794127,0.00111884532,0.008326701771,0.0011045993,0.009374344428,2.116183e-05,0.00303297858,MD
train_2325,0.00773459649,0.00398847689,0.0026325362699999998,0.004452021237,0.00436342741,0.00027913136,0.00064476149,0.0013470113,0.00918035453,0.0012495247,0.01034803366,3.62505e-05,0.00436479234,MD
train_2326,0.00781652071,0.00443017401,0.0022811690400000003,0.0070672248,0.00596535279,0.0005898473,0.001219411065,0.00196877532,0.00945742326,0.0017798198,0.00873212437,8.123209999999999e-05,0.004799739297,MD
train_2327,0.00588207333,0.00368000392,0.0025624363,0.00449487697,0.00327854809,0.000256224,0.00054405795,0.00121007301,0.00792043531,0.00129598071,0.00831699109,3.376109e-05,0.003661649357,MD
train_2328,0.00839768298,0.00497859423,0.00315049278,0.00605686609,0.00401108161,0.00035452026,0.0009732947660000001,0.0017082887699999998,0.012245720368,0.00179224998,0.01103111289,4.5311436e-05,0.00426309256,MD
train_2329,0.00696471495,0.00413521025,0.00282018625,0.004256270663,0.003217643545,0.000191164366,0.000852819165,0.00154844455,0.009289955799,0.00132294604,0.0100550724,5.500797e-05,0.00398643273,MD
train_2330,0.00608443979,0.00567920643,0.0034986042000000003,0.005494621547,0.0024748702,0.00023730190000000002,0.001719679,0.0012956685,0.01177093121,0.001787064,0.0110766582,6.51377e-05,0.00446883313,MD
train_2331,0.007495798935,0.0036265307,0.002867103751,0.00432516428,0.0039659708,0.000163968311,0.0008608728699999999,0.00141842334,0.009999831531,0.00142792358,0.01067511362,1.531119e-05,0.0041704081349999995,MD
train_2332,0.00688861063,0.0042780694,0.00306938562,0.0032511001150000002,0.003327908208,0.000107032345,0.00038206301,0.0012629714,0.00910698369,0.0010251931,0.01062068447,1.78577e-06,0.00393047621,MD
train_2333,0.00554119986,0.00290458589,0.002248673078,0.00274875168,0.00216598578,7.86281934e-05,0.000469640919,0.00093192639,0.00706058374,0.00102141731,0.008607952739999999,3.54368e-06,0.00260156741,MD
train_2334,0.00832592021,0.00355250038,0.002947011478,0.00354919883,0.0044560706339999995,0.00018272465,0.000822939445,0.00129578091,0.009738289464,0.000998267285,0.0114963676,2.178217e-05,0.003623412928,MD
train_2335,0.00645411445,0.00338140545,0.00230144558,0.0042935157,0.00407053263,0.00025883989,0.00087363122,0.0013000136,0.00805497366,0.00120980362,0.0093072209,5.33146e-05,0.00411599733,MD
train_2336,0.0072652008,0.00382111813,0.0033100647,0.00313000578,0.0038791638390000003,2.2214303e-05,0.00065235974,0.00130402696,0.00920322818,0.00101518283,0.0108752673,5.60059e-06,0.0035536033,MD
train_2337,0.00635786034,0.00313696582,0.0024141611,0.00279444176,0.002565057227,7.930043999999999e-05,0.000366491705,0.001317789582,0.00792449706,0.00092109305,0.00946752917,1.064059e-05,0.00339687234,MD
train_2338,0.007295965096,0.00400422624,0.00316812194,0.0038199469999999998,0.00266988642,8.9137e-05,0.00034725909999999997,0.0015081460799999998,0.010239812192,0.0013196272600000001,0.00971943289,1.79132e-05,0.0038436482200000003,MD
train_2339,0.00895983435,0.00507318926,0.003964037858,0.004965465688,0.00456951941,0.00026209581,0.00078104642,0.0015385669,0.012612337464,0.0019923014,0.01372250266,8.30974e-05,0.00413185105,MD
train_2340,0.00768550607,0.004431859667,0.0023915617,0.00663747411,0.00564733663,0.00041543154,0.0010501466400000001,0.0015292673,0.00960545491,0.0015880760000000001,0.0087769709,5.61707e-05,0.00451034276,MD
train_2341,0.00855870771,0.00355686284,0.00276292136,0.00400837727,0.00484189705,0.00023205848,0.00062997367,0.0017880571,0.01044458491,0.0012236341,0.01113241015,3.5099749999999995e-05,0.00423993786,MD
train_2342,0.00779247871,0.0053785193100000005,0.00370486735,0.00697717995,0.0043807494700000005,0.0004117176,0.001697363426,0.0018750801099999999,0.013224896194,0.00236432539,0.0100934416,5.7302456e-05,0.004760014819,MD
train_2343,0.00728904169,0.0038310132509999997,0.00274091844,0.0053338066,0.00425412527,0.000253254075,0.00085870391,0.00133491123,0.009941065523,0.001512991077,0.00978167553,2.9000908e-05,0.00427159293,MD
train_2344,0.0078018363,0.00334442608,0.0025922342,0.002980769838,0.00401197057,0.00011405059,0.00049221732,0.00121074403,0.00902300528,0.0009840599000000001,0.01117239853,3.85765e-06,0.00355508453,MD
train_2345,0.008425406504,0.004085918347,0.002935260542,0.00374350225,0.00368123725,0.000172151256,0.000692427846,0.0013713990679999999,0.009718255952,0.00131311182,0.01028270049,1.4477899999999999e-05,0.003947216388,MD
train_2346,0.00819671881,0.00372473619,0.0029402687,0.00414602275,0.0037672803,0.000175138192,0.0005789116,0.0014219915,0.0096804357,0.00125677251,0.01016854296,2.768343e-05,0.00392052084,MD
train_2347,0.007915967715,0.00349088274,0.00310931192,0.00332266871,0.003100878126,5.9822957e-05,0.00043444744300000004,0.0012752717689999999,0.00952283018,0.00096472213,0.01043134584,4.71299e-06,0.004127170543,MD
train_2348,0.006912991,0.00397720328,0.0032833345,0.00413250021,0.0025115339,8.4479428e-05,0.00103561304,0.00150236942,0.00994599793,0.00148642802,0.01081312392,1.94238e-05,0.00373974449,MD
train_2349,0.005644966481,0.00336906274,0.002863441223,0.00363391039,0.002062676657,6.893536e-05,0.000618904237,0.001288761104,0.008731688452,0.00112377181,0.01006516153,1.884645e-05,0.0036613583600000003,MD
train_2350,0.00750504998,0.00434617863,0.0028208942,0.00402622253,0.00355948352,0.000194499665,0.000729705211,0.00141612904,0.009406845379,0.001207996557,0.010289162,9.812110000000001e-06,0.003744732625,MD
train_2351,0.007803801125,0.00364093093,0.002785229857,0.003233004807,0.003469145531,0.000117957299,0.000635728491,0.00173633018,0.009933850388,0.0011031163299999999,0.01042640534,6.155540000000001e-06,0.00373594212,MD
train_2352,0.0062400981,0.00329260084,0.00234216477,0.00491384267,0.00391196276,0.0003060438,0.00044264080700000003,0.0013998532,0.00820892275,0.0013042283,0.00893498493,4.181659e-05,0.0038673761700000002,MD
train_2353,0.006820589692,0.0041373645660000005,0.002610529055,0.00371891078,0.00333546729,0.000136202201,0.00038660916,0.00194207405,0.009424003354,0.00114593925,0.009847972537,2.593038e-05,0.00374329349,MD
train_2354,0.0092178692,0.00556755958,0.0026825066700000002,0.008491517491,0.00663699973,0.000856607915,0.0011996123,0.002803862,0.01192142619,0.001980898,0.01006278489,7.61034e-05,0.00524406063,MD
train_2355,0.007980981337,0.00427761381,0.003488170865,0.0048779982679999995,0.003844062774,0.000282859678,0.001040843382,0.001544630922,0.010931469502,0.001711955757,0.01278035774,2.2625810000000004e-05,0.00441807926,MD
train_2356,0.00810531337,0.00413092776,0.0024065445,0.0060946595,0.0051923979,0.00043770288,0.0007117631,0.0017733869,0.0098737190717,0.0014794,0.00987511526,8.485566840000001e-05,0.0046288803699999995,MD
train_2357,0.00547243648,0.00306951567,0.00239933019,0.00359231281,0.002765796908,0.00012972056,0.00045566291999999997,0.00101188321,0.0074188325959999996,0.0010754767099999999,0.0093017284,1.919104e-05,0.00342984699,MD
train_2358,0.00718845389,0.00345890278,0.002660200232,0.00325565394,0.00367997422,0.000117007888,0.000437699877,0.00119431124,0.00807181786,0.00110548228,0.009854245741,9.47032e-06,0.00359832166,MD
train_2359,0.00884071058,0.00443247747,0.00292007919,0.00420680856,0.00534635427,0.00020885811,0.000726828236,0.0013051946,0.0099228584,0.0012415464,0.011334984301,1.532706e-05,0.00400687253,MD
train_2360,0.00682857872,0.0035718153599999997,0.00227920528,0.0040117869,0.0036474545199999997,0.000256184367,0.00050864138,0.0011398117099999999,0.007837744053000001,0.0011079742,0.00905426426,2.291794e-05,0.00307525277,MD
train_2361,0.007771706055,0.00532042239,0.00349674306,0.00623197904,0.00416930271,0.000279403908,0.001552895664,0.001898496709,0.011233233668,0.00200055332,0.0115461409,6.8955e-05,0.004386123754,MD
train_2362,0.00759717006,0.00372177877,0.00314301624,0.00432585213,0.004029675218,0.000175992173,0.001184915587,0.00129702697,0.00969229486,0.0013545294999999999,0.01097086367,2.025066e-05,0.00427523357,MD
train_2363,0.00596802553,0.0034775894,0.0021761352,0.00460049765,0.0044177263,0.00036811111,0.00068635981,0.00125913849,0.007362472677,0.0012256643000000001,0.0076151269,7.97363e-05,0.00374784412,MD
train_2364,0.00813617101,0.00455742311,0.0033931063,0.00288919132,0.00270269923,5.96136e-05,0.0005757507,0.00148992172,0.01149792072,0.00090778124,0.01153217735,8.47077e-06,0.00416720211,MD
train_2365,0.009446379,0.00519464726,0.00338486237,0.00622329613,0.0055658448499999996,0.0005012762,0.00186886211,0.00150682357,0.010968487613,0.0022696307,0.01233480606,5.7927e-05,0.00568517732,MD
train_2366,0.00864039419,0.00393629931,0.00327414027,0.003746881731,0.003577149839,0.000192971434,0.000763156188,0.00116372025,0.01034402547,0.0012326468900000001,0.01247646264,1.16497e-05,0.00453404768,MD
train_2367,0.0071405954100000005,0.00446233369,0.00294261016,0.00339237176,0.00306080746,8.352074e-05,0.0012686802,0.00117642728,0.00942633188,0.00123605728,0.00964721969,1.44318e-05,0.00402255866,MD
train_2368,0.00670091677,0.00342869011,0.00245987992,0.00367465742,0.00385887624,0.00020491264,0.000495705346,0.00121133851,0.007973541765,0.001058872708,0.009171774,2.45928e-05,0.00382754214,MD
train_2369,0.0081909052,0.0049038258,0.0029240303,0.00674879353,0.006320913159,0.00057184469,0.00157812753,0.0018662851000000001,0.010879012167,0.00165700076,0.0101773204,0.0001171614,0.005116975474,MD
train_2370,0.00797310049,0.004801949086,0.002559025427,0.005267310549,0.00541350164,0.00020550912,0.000572842902,0.00126911898,0.009116641796,0.0015173708,0.01012978715,3.711803e-05,0.0042603091979999995,MD
train_2371,0.0082437288,0.003992465703,0.00301200916,0.00373452471,0.0038354259080000002,0.000128395516,0.00053758334,0.001312711346,0.009827294616,0.00127449242,0.0113840098,8.695300000000001e-06,0.004054585555,MD
train_2372,0.0053910801900000005,0.00309532245,0.00215116392,0.00435377987,0.00332343936,0.00024405148,0.000525690443,0.0010613990200000001,0.00727771406,0.00113436795,0.0076808719000000004,3.5416899999999996e-05,0.003359277193,MD
train_2373,0.006564043498,0.003021084204,0.003035630122,0.002974377151,0.002875653349,8.0479434e-05,0.000351643604,0.00142739346,0.008038815255,0.00090671149,0.010023750776,1.110236e-05,0.00356029313,MD
train_2374,0.00441495597,0.0020961552099999997,0.0018527079,0.002088618039,0.00283171075,5.558804e-05,0.00023661795,0.00072273428,0.00568430518,0.00072509135,0.0068940174600000004,0.0,0.00244639602,MD
train_2375,0.007670896362,0.0037506473150000002,0.002842570076,0.003712317812,0.003200112468,9.815855e-05,0.000619323131,0.001502922011,0.009440459965,0.00108582198,0.01101237912,1.32716e-05,0.004359768892,MD
train_2376,0.00843858476,0.00407251972,0.00265950329,0.004501656852,0.0046251485,0.00023121001899999998,0.000622099486,0.00146386091,0.01029796574,0.0013212205,0.01114660956,2.64672e-05,0.004300317949,MD
train_2377,0.00797396444,0.0047068632000000004,0.0030507107,0.00322552408,0.00373357721,4.611723e-05,0.000538449,0.00112196678,0.00923003905,0.0012218822,0.01081263875,3.17142e-06,0.00411066306,MD
train_2378,0.00885988737,0.004179285894,0.0032675630000000002,0.00432528144,0.003237067348,0.00010147128100000001,0.00078173473,0.002034631627,0.011677699046,0.00126666442,0.01140900071,1.0534100000000001e-05,0.004021195266,MD
train_2379,0.00802401931,0.00340979822,0.0029849712,0.0032640239299999998,0.0034370157,5.111197e-05,0.00047259164,0.00141372321,0.00940047195,0.00106672196,0.01019401827,2.98804e-06,0.0037146201899999997,MD
train_2380,0.00775720594,0.00356496385,0.0028406027,0.00317476115,0.003420974293,8.755359e-05,0.0004445151,0.00135136647,0.00898300569,0.0010675262,0.01069404199,4.94651e-06,0.00374302361,MD
train_2381,0.00849071913,0.0037721408799999997,0.002934918,0.00396551692,0.00429723819,0.000153922527,0.0006331834310000001,0.00124782252,0.010354292180999999,0.00117058174,0.01125674431,2.3348339999999997e-05,0.003920093448,MD
train_2382,0.008162453567,0.003602282052,0.002886414746,0.003373081848,0.003557232958,0.00019833772,0.000477975973,0.0012115182,0.008399087147,0.00115638032,0.0110370903,1.145034e-05,0.003673079235,MD
train_2383,0.007623568054,0.00353535439,0.00372835715,0.003214668935,0.0028725122,0.00010880296,0.0006993476100000001,0.0010395875,0.00953584958,0.00076717471,0.01257298217,4.07993e-06,0.00402710417,MD
train_2384,0.007503003350000001,0.00326930288,0.0028887095,0.002978503564,0.00311394893,8.511648700000001e-05,0.00041920207,0.00129977395,0.00964517517,0.00106927506,0.01015239048,1.12261e-05,0.0035332836,MD
train_2385,0.00736371652,0.003919696633,0.0023289809,0.00529671373,0.00452212755,0.00030405241999999997,0.000648517057,0.0013192446800000001,0.00914908325,0.00139306183,0.00853224786,3.29038e-05,0.004320471842,MD
train_2386,0.00711668416,0.00331669856,0.00280727671,0.00303640213,0.0034839663,3.743535e-05,0.00042202693999999997,0.00120760751,0.00905343087,0.0009227363,0.00962479245,8.13133e-06,0.003598535976,MD
train_2387,0.00824403383,0.00397720442,0.00289153561,0.00374945435,0.0033242259499999998,0.00014663843300000002,0.0004694539,0.00133568082,0.01039142205,0.00112674463,0.01125334434,4.80465e-06,0.00418161804,H
train_2388,0.00846184025,0.00525947698,0.00333561086,0.00382647912,0.00365179484,0.000245042044,0.00060893565,0.0016294999,0.011526630216,0.00136951797,0.01235666925,1.8951e-05,0.00428477702,H
train_2389,0.007420771491,0.004253071892,0.0031760818,0.0034046758690000002,0.00290758616,7.082148e-05,0.000448239132,0.00147877955,0.00978232859,0.00131598943,0.011634210664,1.120347e-05,0.004075003405,H
train_2390,0.00516718532,0.00244665719,0.00239761628,0.00201869369,0.001705085551,2.6853321e-05,0.00034473619999999996,0.00107161757,0.0065744816,0.00072115947,0.00852341999,4.73693e-06,0.00239535386,H
train_2391,0.00639080308,0.00393317766,0.0029384743,0.00338790968,0.00233479137,4.693499e-05,0.00034534,0.0014675331,0.00922052613,0.00121563357,0.00992201905,8.99349e-06,0.00341442855,H
train_2392,0.0079508895,0.00371385301,0.00255506554,0.00378863437,0.00395188487,0.00025569263,0.00067041323,0.0014311317,0.00907943833,0.00109780341,0.010580605997,2.652484e-05,0.0043524947,H
train_2393,0.006948333349,0.003648375071,0.002587808377,0.00319424766,0.00359187728,9.784924700000001e-05,0.00040463022200000004,0.00138975663,0.008777692149,0.0010409269,0.01034375602,4.75109e-06,0.003558713432,H
train_2394,0.00856417255,0.00385338032,0.002943695186,0.003286588439,0.004625686443,0.00014269498,0.000569601959,0.00119136608,0.009913967001,0.00100615204,0.011830889757,1.302597e-05,0.00396696989,H
