Object-ID	Pathway	Common-Name	Ontology-pathway_type	Parental-Ontology-pathway_type	General_Pathway_Type
PANTOSYN-PWY	superpathway_of_coenzyme_A_biosynthesis_I_(bacteria)	superpathway_of_coenzyme_A_biosynthesis_I_(bacteria)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-2201	folate_transformations_I	folate_transformations_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-3502	superpathway_of_NAD_biosynthesis_in_eukaryotes	superpathway_of_NAD_biosynthesis_in_eukaryotes	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-3841	folate_transformations_II_(plants)	folate_transformations_II_(plants)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5005	biotin_biosynthesis_II	biotin_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5198	factor_420_biosynthesis_II_(mycobacteria)	factor_420_biosynthesis_II_(mycobacteria)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5381	NAD_salvage_(plants)	NAD_salvage_(plants)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5507	adenosylcobalamin_biosynthesis_I_(anaerobic)	adenosylcobalamin_biosynthesis_I_(anaerobic)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5509	adenosylcobalamin_biosynthesis_from_adenosylcobinamide-GDP_I	adenosylcobalamin_biosynthesis_from_adenosylcobinamide-GDP_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5837	2-carboxy-1,4-naphthoquinol_biosynthesis	2-carboxy-1,4-naphthoquinol_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5838	superpathway_of_menaquinol-8_biosynthesis_I	superpathway_of_menaquinol-8_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5840	superpathway_of_menaquinol-7_biosynthesis	superpathway_of_menaquinol-7_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5845	superpathway_of_menaquinol-9_biosynthesis	superpathway_of_menaquinol-9_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5850	superpathway_of_menaquinol-6_biosynthesis	superpathway_of_menaquinol-6_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5855	ubiquinol-7_biosynthesis_(early_decarboxylation)	ubiquinol-7_biosynthesis_(early_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5856	ubiquinol-9_biosynthesis_(early_decarboxylation)	ubiquinol-9_biosynthesis_(early_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5857	ubiquinol-10_biosynthesis_(early_decarboxylation)	ubiquinol-10_biosynthesis_(early_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5860	superpathway_of_demethylmenaquinol-6_biosynthesis_I	superpathway_of_demethylmenaquinol-6_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5861	superpathway_of_demethylmenaquinol-8_biosynthesis_I	superpathway_of_demethylmenaquinol-8_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5862	superpathway_of_demethylmenaquinol-9_biosynthesis	superpathway_of_demethylmenaquinol-9_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5863	superpathway_of_phylloquinol_biosynthesis	superpathway_of_phylloquinol_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5870	ubiquinol-8_biosynthesis_(late_decarboxylation)	ubiquinol-8_biosynthesis_(late_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5871	ubiquinol-9_biosynthesis_(late_decarboxylation)	ubiquinol-9_biosynthesis_(late_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5872	ubiquinone-10_biosynthesis_(late_decarboxylation)	ubiquinone-10_biosynthesis_(late_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5873	ubiquinol-7_biosynthesis_(late_decarboxylation)	ubiquinol-7_biosynthesis_(late_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5896	superpathway_of_menaquinol-10_biosynthesis	superpathway_of_menaquinol-10_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5897	superpathway_of_menaquinol-11_biosynthesis	superpathway_of_menaquinol-11_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5898	superpathway_of_menaquinol-12_biosynthesis	superpathway_of_menaquinol-12_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5899	superpathway_of_menaquinol-13_biosynthesis	superpathway_of_menaquinol-13_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5918	superpathway_of_heme_<i>b</i>_biosynthesis_from_glutamate	superpathway_of_heme_b_biosynthesis_from_glutamate	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5920	superpathway_of_heme_<i>b</i>_biosynthesis_from_glycine	superpathway_of_heme_b_biosynthesis_from_glycine	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6148	tetrahydromethanopterin_biosynthesis	tetrahydromethanopterin_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6151	<i>S</i>-adenosyl-L-methionine_salvage_I	S-adenosyl-L-methionine_salvage_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6167	flavin_biosynthesis_II_(archaea)	flavin_biosynthesis_II_(archaea)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6168	flavin_biosynthesis_III_(fungi)	flavin_biosynthesis_III_(fungi)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6263	superpathway_of_menaquinol-8_biosynthesis_II	superpathway_of_menaquinol-8_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6269	superpathway_of_adenosylcobalamin_salvage_from_cobinamide_II	superpathway_of_adenosylcobalamin_salvage_from_cobinamide_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6383	<i>trans</i>,octa-<i>cis</i>_decaprenyl_phosphate_biosynthesis	trans,octa-cis_decaprenyl_phosphate_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6612	superpathway_of_tetrahydrofolate_biosynthesis	superpathway_of_tetrahydrofolate_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6654	phosphopantothenate_biosynthesis_III_(archaea)	phosphopantothenate_biosynthesis_III_(archaea)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6708	ubiquinol-8_biosynthesis_(early_decarboxylation)	ubiquinol-8_biosynthesis_(early_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6823	molybdopterin_biosynthesis	molybdopterin_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6857	retinol_biosynthesis	retinol_biosynthesis	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6861	the_visual_cycle_I_(vertebrates)	the_visual_cycle_I_(vertebrates)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6891	thiazole_component_of_thiamine_diphosphate_biosynthesis_II	thiazole_component_of_thiamine_diphosphate_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6892	thiazole_component_of_thiamine_diphosphate_biosynthesis_I	thiazole_component_of_thiamine_diphosphate_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6895	superpathway_of_thiamine_diphosphate_biosynthesis_II	superpathway_of_thiamine_diphosphate_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6897	thiamine_diphosphate_salvage_II	thiamine_diphosphate_salvage_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7204	pyridoxal_5'-phosphate_salvage_II_(plants)	pyridoxal_5'-phosphate_salvage_II_(plants)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7235	superpathway_of_ubiquinol-6_biosynthesis_(late_decarboxylation)	superpathway_of_ubiquinol-6_biosynthesis_(late_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7245	superpathway_of_NAD/NADP_-_NADH/NADPH_interconversion_(yeast)	superpathway_of_NAD/NADP_-_NADH/NADPH_interconversion_(yeast)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7268	cytosolic_NADPH_production_(yeast)	cytosolic_NADPH_production_(yeast)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7269	mitochondrial_NADPH_production_(yeast)	mitochondrial_NADPH_production_(yeast)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine_biosynthesis_II	4-amino-2-methyl-5-diphosphomethylpyrimidine_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7357	thiamine_diphosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast)	thiamine_diphosphate_formation_from_pyrithiamine_and_oxythiamine_(yeast)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7371	5,8-dihydroxy-2-naphthoate_biosynthesis_II	5,8-dihydroxy-2-naphthoate_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7373	superpathway_of_demethylmenaquinol-6_biosynthesis_II	superpathway_of_demethylmenaquinol-6_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7374	5,8-dihydroxy-2-naphthoate_biosynthesis_I	5,8-dihydroxy-2-naphthoate_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7376	cob(II)yrinate_<i>a,c</i>-diamide_biosynthesis_II_(late_cobalt_incorporation)	cob(II)yrinate_a,c-diamide_biosynthesis_II_(late_cobalt_incorporation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7377	cob(II)yrinate_<i>a,c</i>-diamide_biosynthesis_I_(early_cobalt_insertion)	cob(II)yrinate_a,c-diamide_biosynthesis_I_(early_cobalt_insertion)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-7962	adenosylcobinamide-GDP_biosynthesis_from_cobyrinate_<i>a,c</i>-diamide	adenosylcobinamide-GDP_biosynthesis_from_cobyrinate_a,c-diamide	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-8342	coenzyme_A_biosynthesis_III_(archaea)	coenzyme_A_biosynthesis_III_(archaea)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY0-1415	superpathway_of_heme_<i>b</i>_biosynthesis_from_uroporphyrinogen-III	superpathway_of_heme_b_biosynthesis_from_uroporphyrinogen-III	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY0-845	superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage	superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY3O-19	ubiquinol-6_biosynthesis_(late_decarboxylation)	ubiquinol-6_biosynthesis_(late_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PYRIDNUCSAL-PWY	NAD_salvage_pathway_I_(PNC_VI_cycle)	NAD_salvage_pathway_I_(PNC_VI_cycle)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PYRIDNUCSYN-PWY	NAD_<i>de_novo</i>_biosynthesis_I	NAD_de_novo_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PYRIDOXSYN-PWY	pyridoxal_5'-phosphate_biosynthesis_I	pyridoxal_5'-phosphate_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
RIBOSYN2-PWY	flavin_biosynthesis_I_(bacteria_and_plants)	flavin_biosynthesis_I_(bacteria_and_plants)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
THISYN-PWY	superpathway_of_thiamine_diphosphate_biosynthesis_I	superpathway_of_thiamine_diphosphate_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
THISYNARA-PWY	superpathway_of_thiamine_diphosphate_biosynthesis_III_(eukaryotes)	superpathway_of_thiamine_diphosphate_biosynthesis_III_(eukaryotes)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
UBISYN-PWY	superpathway_of_ubiquinol-8_biosynthesis_(early_decarboxylation)	superpathway_of_ubiquinol-8_biosynthesis_(early_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
PWY-5499	vitamin_B<sub>6</sub>_degradation_I	vitamin_B6_degradation_I	Cofactor,_Carrier,_and_Vitamin_Degradation	Degradation_Utilization_Assimilation	Biosynthesis_of_Cofactors_and_Vitamins
PWY-6351	D-<i>myo</i>-inositol_(1,4,5)-trisphosphate_biosynthesis	D-myo-inositol_(1,4,5)-trisphosphate_biosynthesis	Cyclitol_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
PWY-6358	superpathway_of_D-<i>myo</i>-inositol_(1,4,5)-trisphosphate_metabolism	superpathway_of_D-myo-inositol_(1,4,5)-trisphosphate_metabolism	Cyclitol_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
PWY-6362	1D-<i>myo</i>-inositol_hexakisphosphate_biosynthesis_II_(mammalian)	1D-myo-inositol_hexakisphosphate_biosynthesis_II_(mammalian)	Cyclitol_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
PWY-6554	1D-<i>myo</i>-inositol_hexakisphosphate_biosynthesis_V_(from_Ins(1,3,4)P3)	1D-myo-inositol_hexakisphosphate_biosynthesis_V_(from_Ins(1,3,4)P3)	Cyclitol_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
PWY-6555	superpathway_of_1D-<i>myo</i>-inositol_hexakisphosphate_biosynthesis_(plants)	superpathway_of_1D-myo-inositol_hexakisphosphate_biosynthesis_(plants)	Cyclitol_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
P562-PWY	<I>myo</I>-inositol_degradation_I	myo-inositol_degradation_I	Cyclitol_Degradation	Degradation_Utilization_Assimilation	Carbohydrate_metabolism
PWY-4702	phytate_degradation_I	phytate_degradation_I	Cyclitol_Degradation	Degradation_Utilization_Assimilation	Carbohydrate_metabolism
PWY-7237	<i>myo</i>-,_<i>chiro</i>-_and_<i>scyllo</i>-inositol_degradation	myo-,_chiro-_and_scyllo-inositol_degradation	Cyclitol_Degradation	Degradation_Utilization_Assimilation	Carbohydrate_metabolism
P221-PWY	octane_oxidation	octane_oxidation	Degradation_Utilization_Assimilation_-_Other	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
P621-PWY	nylon-6_oligomer_degradation	nylon-6_oligomer_degradation	Degradation_Utilization_Assimilation_-_Other	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-4061	glutathione-mediated_detoxification_I	glutathione-mediated_detoxification_I	Degradation_Utilization_Assimilation_-_Other	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY0-1261	peptidoglycan_recycling_I	peptidoglycan_recycling_I	Degradation_Utilization_Assimilation_-_Other	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY66-201	nicotine_degradation_IV	nicotine_degradation_IV	Degradation_Utilization_Assimilation_-_Other	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
FASYN-ELONG-PWY	fatty_acid_elongation_--_saturated	fatty_acid_elongation_--_saturated	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
FASYN-INITIAL-PWY	superpathway_of_fatty_acid_biosynthesis_initiation	superpathway_of_fatty_acid_biosynthesis_initiation	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
KDO-NAGLIPASYN-PWY	superpathway_of_(Kdo)<SUB>2</SUB>-lipid_A_biosynthesis_(<i>E._coli</i>)	superpathway_of_(Kdo)2-lipid_A_biosynthesis_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
LPSSYN-PWY	superpathway_of_Kdo<sub>2</sub>-lipid_A_biosynthesis	superpathway_of_Kdo2-lipid_A_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
NAGLIPASYN-PWY	lipid_IV<sub>A</sub>_biosynthesis_(<i>E._coli</i>)	lipid_IVA_biosynthesis_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PHOSLIPSYN-PWY	superpathway_of_phospholipid_biosynthesis_III_(<i>E._coli</i>)	superpathway_of_phospholipid_biosynthesis_III_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5080	very_long_chain_fatty_acid_biosynthesis_I	very_long_chain_fatty_acid_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5129	sphingolipid_biosynthesis_(plants)	sphingolipid_biosynthesis_(plants)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5156	superpathway_of_fatty_acid_biosynthesis_II_(plant)	superpathway_of_fatty_acid_biosynthesis_II_(plant)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5367	petroselinate_biosynthesis	petroselinate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5667	CDP-diacylglycerol_biosynthesis_I	CDP-diacylglycerol_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5971	palmitate_biosynthesis_II_(type_II_fatty_acid_synthase)	palmitate_biosynthesis_II_(type_II_fatty_acid_synthase)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5973	<i>cis</i>-vaccenate_biosynthesis	cis-vaccenate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5989	stearate_biosynthesis_II_(bacteria_and_plants)	stearate_biosynthesis_II_(bacteria_and_plants)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-5994	palmitate_biosynthesis_I_(type_I_fatty_acid_synthase)	palmitate_biosynthesis_I_(type_I_fatty_acid_synthase)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6074	zymosterol_biosynthesis	zymosterol_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6075	ergosterol_biosynthesis_I	ergosterol_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6113	superpathway_of_mycolate_biosynthesis	superpathway_of_mycolate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6282	palmitoleate_biosynthesis_I_(from_(5Z)-dodec-5-enoate)	palmitoleate_biosynthesis_I_(from_(5Z)-dodec-5-enoate)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6284	superpathway_of_unsaturated_fatty_acids_biosynthesis_(<i>E._coli</i>)	superpathway_of_unsaturated_fatty_acids_biosynthesis_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6285	superpathway_of_fatty_acids_biosynthesis_(<i>E._coli</i>)	superpathway_of_fatty_acids_biosynthesis_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6349	C<sub>20,20</sub>_CDP-archaeol_biosynthesis	C20,20_CDP-archaeol_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6350	archaetidylinositol_biosynthesis	archaetidylinositol_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6352	3-phosphoinositide_biosynthesis	3-phosphoinositide_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6367	D-<i>myo</i>-inositol-5-phosphate_metabolism	D-myo-inositol-5-phosphate_metabolism	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6371	superpathway_of_inositol_phosphate_compounds	superpathway_of_inositol_phosphate_compounds	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6433	hydroxylated_fatty_acid_biosynthesis_(plants)	hydroxylated_fatty_acid_biosynthesis_(plants)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6598	sciadonate_biosynthesis	sciadonate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-6803	phosphatidylcholine_acyl_editing	phosphatidylcholine_acyl_editing	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7036	very_long_chain_fatty_acid_biosynthesis_II	very_long_chain_fatty_acid_biosynthesis_II	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7039	phosphatidate_metabolism,_as_a_signaling_molecule	phosphatidate_metabolism,_as_a_signaling_molecule	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7049	icosapentaenoate_biosynthesis_II_(6-desaturase,_mammals)	icosapentaenoate_biosynthesis_II_(6-desaturase,_mammals)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7053	docosahexaenoate_biosynthesis_I_(lower_eukaryotes)	docosahexaenoate_biosynthesis_I_(lower_eukaryotes)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7094	fatty_acid_salvage	fatty_acid_salvage	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7277	sphingolipid_biosynthesis_(mammals)	sphingolipid_biosynthesis_(mammals)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7388	octanoyl-[acyl-carrier_protein]_biosynthesis_(mitochondria,_yeast)	octanoyl-[acyl-carrier_protein]_biosynthesis_(mitochondria,_yeast)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7409	phospholipid_remodeling_(phosphatidylethanolamine,_yeast)	phospholipid_remodeling_(phosphatidylethanolamine,_yeast)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7411	phosphatidate_biosynthesis_(yeast)	phosphatidate_biosynthesis_(yeast)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
