	Object.ID	cluster	hub	Pathway	Common.Name	Ontology.pathway_type	Parental.Ontology.pathway_type	General_Pathway_Type
231	PWY-7279	#D9D9D9	0	aerobic_respiration_II_(cytochrome_c)_(yeast)	aerobic_respiration_II_(cytochrome_c)_(yeast)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
232	PWY-7282	#1F78B4	2	4-amino-2-methyl-5-diphosphomethylpyrimidine_biosynthesis_II	4-amino-2-methyl-5-diphosphomethylpyrimidine_biosynthesis_II	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
233	PWY-7286	#D9D9D9	0	7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis	7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis	Nucleic_Acid_Processing	Macromolecule_Modification	Nucleotide_and_Nucleic_Acid_Metabolism
234	PWY-7288	#D9D9D9	0	fatty_acid_&beta;-oxidation_VII_(yeast_peroxisome)	fatty_acid_beta-oxidation_VII_(yeast_peroxisome)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
235	PWY-7323	#D9D9D9	0	superpathway_of_GDP-mannose-derived_O-antigen_building_blocks_biosynthesis	superpathway_of_GDP-mannose-derived_O-antigen_building_blocks_biosynthesis	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
236	PWY-7328	#D9D9D9	2	superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis	superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
237	PWY-7345	#D9D9D9	0	superpathway_of_anaerobic_sucrose_degradation	superpathway_of_anaerobic_sucrose_degradation	Carbohydrate_Degradation	Degradation_Utilization_Assimilation	Carbohydrate_metabolism
238	PWY-7347	#A6CEE3	2	sucrose_biosynthesis_III	sucrose_biosynthesis_III	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
239	PWY-7383	#D9D9D9	0	anaerobic_energy_metabolism_(invertebrates,_cytosol)	anaerobic_energy_metabolism_(invertebrates,_cytosol)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
240	PWY-7384	#D9D9D9	0	anaerobic_energy_metabolism_(invertebrates,_mitochondrial)	anaerobic_energy_metabolism_(invertebrates,_mitochondrial)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
241	PWY-7385	#DF65B0	6	1,3-propanediol_biosynthesis_(engineered)	1,3-propanediol_biosynthesis_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
242	PWY-7388	#33A02C	0	octanoyl-[acyl-carrier_protein]_biosynthesis_(mitochondria,_yeast)	octanoyl-[acyl-carrier_protein]_biosynthesis_(mitochondria,_yeast)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
243	PWY-7389	#D9D9D9	1	superpathway_of_anaerobic_energy_metabolism_(invertebrates)	superpathway_of_anaerobic_energy_metabolism_(invertebrates)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
244	PWY-7391	#D9D9D9	0	isoprene_biosynthesis_II_(engineered)	isoprene_biosynthesis_II_(engineered)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
245	PWY-7392	#D9D9D9	2	taxadiene_biosynthesis_(engineered)	taxadiene_biosynthesis_(engineered)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
246	PWY-7400	#6A3D9A	3	L-arginine_biosynthesis_IV_(archaea)	L-arginine_biosynthesis_IV_(archaea)	Amino_Acid_Biosynthesis	Biosynthesis	Metabolism_of_amino_acids_and_derivatives
247	PWY-7431	#D9D9D9	1	aromatic_biogenic_amine_degradation_(bacteria)	aromatic_biogenic_amine_degradation_(bacteria)	Amide,_Amidine,_Amine,_and_Polyamine_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_amino_acids_and_derivatives
248	PWY-7446	#DF65B0	18	sulfoquinovose_degradation_I	sulfoquinovose_degradation_I	Carbohydrate_Degradation	Degradation_Utilization_Assimilation	Carbohydrate_metabolism
249	PWY-7456	#D9D9D9	1	&beta;-(1,4)-mannan_degradation	beta-(1,4)-mannan_degradation	Glycan_Pathways	Glycan_Pathways	Cellular_Structure_and_Modification_of_Macromolecules
250	PWY-7527	#D9D9D9	1	L-methionine_salvage_cycle_III	L-methionine_salvage_cycle_III	Amino_Acid_Biosynthesis	Biosynthesis	Metabolism_of_amino_acids_and_derivatives
251	PWY-7539	#D9D9D9	1	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	Other_Biosynthesis	Biosynthesis	Specialized_and_Miscellaneous_Routes
252	PWY-7560	#D9D9D9	0	methylerythritol_phosphate_pathway_II	methylerythritol_phosphate_pathway_II	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
253	PWY-7616	#DF65B0	0	methanol_oxidation_to_carbon_dioxide	methanol_oxidation_to_carbon_dioxide	Alcohol_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_Alcohols_and_Aldehydes
254	PWY-7619	#D9D9D9	0	juniperonate_biosynthesis	juniperonate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
255	PWY-7663	#1F78B4	1	gondoate_biosynthesis_(anaerobic)	gondoate_biosynthesis_(anaerobic)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
256	PWY-7664	#33A02C	7	oleate_biosynthesis_IV_(anaerobic)	oleate_biosynthesis_IV_(anaerobic)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
257	PWY-821	black	32	superpathway_of_sulfur_amino_acid_biosynthesis_(<i>Saccharomyces_cerevisiae</i>)	superpathway_of_sulfur_amino_acid_biosynthesis_(Saccharomyces_cerevisiae)	Amino_Acid_Biosynthesis	Biosynthesis	Metabolism_of_amino_acids_and_derivatives
258	PWY-841	#E31A1C	2	superpathway_of_purine_nucleotides_<i>de_novo</i>_biosynthesis_I	superpathway_of_purine_nucleotides_de_novo_biosynthesis_I	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
259	PWY-922	#D9D9D9	0	mevalonate_pathway_I_(eukaryotes_and_bacteria)	mevalonate_pathway_I_(eukaryotes_and_bacteria)	Secondary_Metabolite_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
260	PWY0-1277	#DF65B0	6	3-phenylpropanoate_and_3-(3-hydroxyphenyl)propanoate_degradation	3-phenylpropanoate_and_3-(3-hydroxyphenyl)propanoate_degradation	Aromatic_Compound_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
261	PWY0-1296	#6A3D9A	4	purine_ribonucleosides_degradation	purine_ribonucleosides_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
262	PWY0-1297	#D9D9D9	0	superpathway_of_purine_deoxyribonucleosides_degradation	superpathway_of_purine_deoxyribonucleosides_degradation	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
263	PWY0-1319	#D9D9D9	0	CDP-diacylglycerol_biosynthesis_II	CDP-diacylglycerol_biosynthesis_II	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
264	PWY0-1338	#DF65B0	11	polymyxin_resistance	polymyxin_resistance	Cell_Structure_Biosynthesis	Glycan_Pathways	Cellular_Structure_and_Modification_of_Macromolecules
265	PWY0-1415	#DF65B0	18	superpathway_of_heme_<i>b</i>_biosynthesis_from_uroporphyrinogen-III	superpathway_of_heme_b_biosynthesis_from_uroporphyrinogen-III	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
266	PWY0-166	#E31A1C	3	superpathway_of_pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_(<i>E._coli</i>)	superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_(E._coli)	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
267	PWY0-321	#D9D9D9	0	phenylacetate_degradation_I_(aerobic)	phenylacetate_degradation_I_(aerobic)	Aromatic_Compound_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
268	PWY0-41	#DF65B0	10	allantoin_degradation_IV_(anaerobic)	allantoin_degradation_IV_(anaerobic)	Amide,_Amidine,_Amine,_and_Polyamine_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_amino_acids_and_derivatives
269	PWY0-42	#DF65B0	20	2-methylcitrate_cycle_I	2-methylcitrate_cycle_I	Carboxylic_Acid_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_Carboxylic_Acids
270	PWY0-781	#CAB2D6	1	aspartate_superpathway	aspartate_superpathway	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
271	PWY0-845	#1F78B4	3	superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage	superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
272	PWY0-862	#33A02C	5	(5Z)-dodecenoate_biosynthesis_I	(5Z)-dodecenoate_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
273	PWY0-881	#DF65B0	0	superpathway_of_fatty_acid_biosynthesis_I_(E._coli)	superpathway_of_fatty_acid_biosynthesis_I_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
274	PWY3O-1109	#D9D9D9	1	superpathway_of_4-hydroxybenzoate_biosynthesis_(yeast)	superpathway_of_4-hydroxybenzoate_biosynthesis_(yeast)	Aromatic_Compound_Biosynthesis	Biosynthesis	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
275	PWY3O-355	#DF65B0	19	stearate_biosynthesis_III_(fungi)	stearate_biosynthesis_III_(fungi)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
276	PWY4FS-7	#D9D9D9	2	phosphatidylglycerol_biosynthesis_I	phosphatidylglycerol_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
277	PWY4FS-8	#D9D9D9	1	phosphatidylglycerol_biosynthesis_II	phosphatidylglycerol_biosynthesis_II	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
278	PWY4LZ-257	#D9D9D9	1	superpathway_of_fermentation_(<i>Chlamydomonas_reinhardtii</i>)	superpathway_of_fermentation_(Chlamydomonas_reinhardtii)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
279	PWY66-391	#D9D9D9	1	fatty_acid_&beta;-oxidation_VI_(mammalian_peroxisome)	fatty_acid_beta-oxidation_VI_(mammalian_peroxisome)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
280	PWY66-398	#D9D9D9	0	TCA_cycle_III_(animals)	TCA_cycle_III_(animals)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
281	PWY66-399	#D9D9D9	1	gluconeogenesis_III	gluconeogenesis_III	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
282	PWY66-400	#D9D9D9	2	glycolysis_VI_(from_fructose)	glycolysis_VI_(from_fructose)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
283	PWY66-409	#D9D9D9	1	superpathway_of_purine_nucleotide_salvage	superpathway_of_purine_nucleotide_salvage	Nucleoside_and_Nucleotide_Biosynthesis	Biosynthesis	Nucleotide_and_Nucleic_Acid_Metabolism
284	PWY66-422	#6A3D9A	3	D-galactose_degradation_IV	D-galactose_degradation_IV	Carbohydrate_Degradation	Degradation_Utilization_Assimilation	Carbohydrate_metabolism
285	PWYG-321	#33A02C	8	mycolate_biosynthesis	mycolate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
286	PYRIDNUCSAL-PWY	#CAB2D6	3	NAD_salvage_pathway_I_(PNC_VI_cycle)	NAD_salvage_pathway_I_(PNC_VI_cycle)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
287	PYRIDOXSYN-PWY	#1F78B4	1	pyridoxal_5'-phosphate_biosynthesis_I	pyridoxal_5'-phosphate_biosynthesis_I	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
288	REDCITCYC	#D9D9D9	0	TCA_cycle_VI_(Helicobacter)	TCA_cycle_VI_(Helicobacter)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
289	RIBOSYN2-PWY	#EEF071	1	flavin_biosynthesis_I_(bacteria_and_plants)	flavin_biosynthesis_I_(bacteria_and_plants)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
290	SALVADEHYPOX-PWY	#D9D9D9	1	adenosine_nucleotides_degradation_II	adenosine_nucleotides_degradation_II	Nucleoside_and_Nucleotide_Degradation	Degradation_Utilization_Assimilation	Nucleotide_and_Nucleic_Acid_Metabolism
291	SO4ASSIM-PWY	#D9D9D9	1	assimilatory_sulfate_reduction_I	assimilatory_sulfate_reduction_I	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
292	SUCSYN-PWY	#A6CEE3	4	sucrose_biosynthesis_I_(from_photosynthesis)	sucrose_biosynthesis_I_(from_photosynthesis)	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
293	SULFATE-CYS-PWY	#D9D9D9	2	superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis	superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
294	TCA	#D9D9D9	1	TCA_cycle_I_(prokaryotic)	TCA_cycle_I_(prokaryotic)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
295	TCA-GLYOX-BYPASS	black	45	superpathway_of_glyoxylate_bypass_and_TCA	superpathway_of_glyoxylate_bypass_and_TCA	Superpathways	Superpathways	Specialized_and_Miscellaneous_Routes
296	THISYNARA-PWY	#1F78B4	1	superpathway_of_thiamine_diphosphate_biosynthesis_III_(eukaryotes)	superpathway_of_thiamine_diphosphate_biosynthesis_III_(eukaryotes)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
297	THREOCAT-PWY	#DF65B0	1	superpathway_of_L-threonine_metabolism	superpathway_of_L-threonine_metabolism	Amino_Acid_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_amino_acids_and_derivatives
298	TRNA-CHARGING-PWY	#EEF071	3	tRNA_charging	tRNA_charging	Metabolic_Clusters	Macromolecule_Modification	Specialized_and_Miscellaneous_Routes
299	UBISYN-PWY	#DF65B0	17	superpathway_of_ubiquinol-8_biosynthesis_(early_decarboxylation)	superpathway_of_ubiquinol-8_biosynthesis_(early_decarboxylation)	Cofactor,_Carrier,_and_Vitamin_Biosynthesis	Biosynthesis	Biosynthesis_of_Cofactors_and_Vitamins
300	UDPNACETYLGALSYN-PWY	#D9D9D9	0	UDP-<i>N</i>-acetyl-D-glucosamine_biosynthesis_II	UDP-N-acetyl-D-glucosamine_biosynthesis_II	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
301	UDPNAGSYN-PWY	#D9D9D9	0	UDP-<i>N</i>-acetyl-D-glucosamine_biosynthesis_I	UDP-N-acetyl-D-glucosamine_biosynthesis_I	Carbohydrate_Biosynthesis	Biosynthesis	Carbohydrate_metabolism
302	URDEGR-PWY	#DF65B0	7	superpathway_of_allantoin_degradation_in_plants	superpathway_of_allantoin_degradation_in_plants	Amide,_Amidine,_Amine,_and_Polyamine_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_amino_acids_and_derivatives
303	VALSYN-PWY	#EEF071	1	L-valine_biosynthesis	L-valine_biosynthesis	Amino_Acid_Biosynthesis	Biosynthesis	Metabolism_of_amino_acids_and_derivatives
