"","train_1913","train_1914","train_1919","train_1920","train_1926","train_1929","train_1931","train_1932","train_1933","train_1934","train_1939","train_1942","train_1944","train_1945","train_1948","train_1949","train_1950","train_1951","train_1954","train_1955","train_1957","train_1958","train_1960","train_1961","train_1963","train_1966","train_1968","train_1972","train_1973","train_1975","train_1978","train_1982","train_1984","train_1986","train_1989","train_1990","train_1991","train_1993","train_1997","train_1998","train_2000","train_2001","train_2003","train_2004","train_2005","train_2006"
"Lactobacillus_mucosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_delbrueckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecium",0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_fermentum",0,0,0,0,0,0.00581,0,0,0,0,0,0,0,0,0,0,0.00535,0.2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556,0,0
"Sanguibacteroides_justesenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_salyersiae",0.00491,0.00549,0,3.16092,0,0,6.35709,0,0,0,0.0023,0.00272,0,1.43627,0.00316,0.0158,0,0.00368,0,1.87763,0.52015,0,0.0077,0,0.0029,0.0044,0,0.0024,0.00072,0,0,0.0053,0,0,0,0.00365,0,0,0,2.6494,0.04311,0,0,0,4.25503,0
"Barnesiella_intestinihominis",0,0.00124,0,0,2.11914,0.8807,5.45822,0.04777,0,0,0.02736,3.9169,0,0.02896,4.84251,0.06006,0,0.02219,0,2.23559,0,3.21477,0.01565,0,0.00188,0.01621,0.62666,0.00519,0.00059,0,0.26726,0.01116,0.02365,0.06055,0.03246,0.00091,3.18614,7.14905,3.51548,0,6.08779,4.0267,0.01004,0.00349,0.05782,0
"Bacteroides_eggerthii",0.03465,5.01062,0.01976,7.83312,0,1.76417,0,0.14004,0.00757,0,0.00585,0.04922,0.01118,0.10071,0.04996,0.17925,0.00497,0.05778,0.0973,14.43979,0.00362,5.46647,0,0,0.0028,0,0.02022,4.23525,0.00223,0,0.05969,0,0.05908,0.13375,0.07872,0.00225,0,0.04422,0.00355,0.00021,0,0,0.01926,9.91027,0.0042,0.04305
"Clostridium_sp_CAG_590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_sp_CAG_309",0,0.00897,0,0,0,0,0,0,0,0,0,0,0,0.00735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19828,0,0,0,0,0,0,0,0.01413,0,0.00348,0.06973,0,0,0,0,0.00033,0,0
"Parasutterella_excrementihominis",2.84277,1.78623,1.00916,1.45704,0.70065,0.11977,0,0,0,0,0,0.00616,0,0.68428,0.00192,0.00837,0.2407,1.95589,0.00256,0.23401,0.06377,0.41432,0.00247,1.36443,0,0.00198,0.32963,0.09949,0,0,0.02347,0.00232,2.14179,0,1.06168,1.98903,0,0.00681,0.00098,0,0.0304,0,0.22144,0.22027,0,0.02501
"Roseburia_sp_CAG_182",0,0,0,0,0,0,0.01958,0,0,0,0.44795,0,0,1.51526,0,0,0,0,0,0,0,0,0,0,0.01329,0,0.00829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01433,0,0,0.03355,0,0,0.21805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_indistinctus",0,0,0,0.43614,0.05375,0.03299,0.03808,0,0,0,0.14792,0.33902,0,0.20315,0.0913,1.50109,0,0.038,0,0.08209,0,0.22373,0,0,0,0,0,0.03272,0,0,1.17634,0,0,0,0,0,0.10672,0.33406,0.04763,0,0,0,0,0,0,0.42023
"Butyricimonas_synergistica",0,0,0,0.28605,0,0.02083,0,0,0,0,0,0,0.40442,0.00095,0,0,0,0,0.0088,0.00238,0.00024,0,0,0,0,0,0,0,0,0,0.00902,0,0,0,0,0,1.56394,0,0,0,0,0,0,0.39305,0.01999,0
"Clostridium_sp_CAG_167",0.00271,0.22958,0,0,0,0,1.49724,0,0,0,0.00211,0,0,0,0,0,0,0,0,0,0,0,0.00393,0,0.17906,0.00354,0,0,0,0,0.03876,0.00374,0,0,0,0.04663,0.24394,0,0.00046,0,0.05312,1.24393,0,0,0.00194,0
"Streptococcus_vestibularis",0,0,0,0,0,0,0,0,0,0,0,0,0.0142,0,0,0,0.02242,0.31083,0,0,0,0.08216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17858,0,0,0,0
"Coprobacter_secundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.37718,0.0039,0,0,0,0,0,0,0.04337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_leptum",0.00482,0.00867,0.00886,0,0.00337,0.40644,0,0,0.03715,0.02884,0.02929,0.01835,0.04995,0.03746,0.00988,0.15882,0.02538,0.81018,0.32633,0.09312,0.04261,0,0.01385,0,0,0.07368,0.10172,0.03123,0,0.1618,0.03581,0,0.20697,0,0,0.02954,0.02784,0.00897,0.0439,0.00573,0.00161,0,0.69811,0.20687,0.0023,0.10518
"Oscillibacter_sp_PC13",0.01218,0,0,0.02555,0,0,0.00223,0,0,0,0,0,0,0.00438,0.00396,0,0,0,0,0.00521,0,0,0,0,0.02446,0.00166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteobacteria_bacterium_CAG_139",0.11792,1.59754,0.05801,0.08912,0.44679,0.01073,0,0,0,0,0,0.01176,0,0.02828,0,0,0.01147,0.08558,0.00272,0.09216,0.00573,0.32725,0,0.25981,0,0,0.07146,0.00412,0,0,0.00618,0,0.08606,0.00069,0.04188,0.09959,0,0.00743,0.02807,0,0,0,0.04213,2.87738,0,0.00195
"Clostridium_citroniae",0,0.01862,0.01164,0.03299,0.00241,0.01642,0,0.02034,0,0.01781,0.0216,0,0.00674,0.03851,0.10245,0.00673,0.03962,0.16653,0.01336,0.00243,0.01793,0,0,0.01244,0.02284,0.05348,0.03401,0.01997,0.02339,0.0775,0,0,0.00287,0,0.00464,0.02258,0,0.00936,0.00344,0.00276,0,0,0,0.10624,0,0.01687
"Pseudoflavonifractor_capillosus",0.03447,0,0,0.01499,0,0,0,0,0,0.00153,0.00175,0,0.00067,0,0,0,0,0,0,0,0.00098,0,0.00464,0,0.00579,0,0,0,0,0,0,0,0,0.02742,0,0.00746,0,0,0,0.00327,0,0,0,0,0,0
"Methanosphaera_stadtmanae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella_scatoligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23465,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis",0.00608,0.01059,0.00629,0.00199,1.97738,0,0,0,0.004,0.00437,0.04881,0.00976,0,0.00217,0.00503,0.04298,0,0.01983,0,4.90035,2.00421,0,3.27189,3.54811,0,0.01851,0,0,0,0,0,0.01658,0,0.0053,0.00897,0,0.04338,0.00469,0.04537,0,0.01897,0.0128,0,0.0029,0.04936,0.01099
"Victivallis_vadensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_faecium",0.00262,0.13068,0.29528,0.23441,0.57725,0.87775,0,0,0.97394,0,1.27901,0.00586,0,1.00801,0.52899,0.01917,0.02008,0.00626,0,0.63602,0,0.39674,0.00015,0,0,0.00015,0.00329,0,0,0,0,0.00075,1.04443,0.20568,0,0.00088,0.45221,0.04162,0.60172,0.14416,0,0.33141,0,0.57731,0.698,0
"Bacteroides_clarus",0,0,0,0,0,0,2.78494,0,0,0,0,0.00224,0,5.08683,0.00236,0.0059,0,0.00454,0,0.00445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29756,0,0,0,0,0,0,0,0,0
"Actinomyces_odontolyticus",0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,8e-04,0,0,0,0.00544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicimonas_muris",0.02653,0.06638,0.02992,0.06918,0.02383,0.00114,0,0,0,0,0,0.00054,0,0.02736,0,0,0.00781,0.01832,0,0.00548,0,0.02837,0,0.04581,0,0,0.00262,7e-04,0,0,0,0,0.17028,0,0.04103,0.01688,1.20271,0,0.00145,0,0,0,0.20394,0.03646,0,0
"Bacteroides_nordii",0,0,0,0,0.00524,0,0,0,0,0.07171,0,0,0,0,0,0,0.13297,0,0,0,0,0,0.01462,0.01648,0,0,0,0.03407,0,0,0,0,0,0,0.04567,0,0.05219,0,0.01853,0,0,0,0,0,0,0
"Parabacteroides_goldsteinii",0,0,0,0,0,0.04672,0.1091,0,0.09053,0,0.00239,0.00647,1.05259,0,0,0,0,0,0.00242,0,0.23438,1.41402,0,0,0,0,0,1.40715,0,0,0,0,0,0,0,0,0.87289,0,0.00063,0,0,0,0,0,0.00725,0
"Clostridium_bolteae",0,0.00114,0.05871,0.00046,0.00079,0,0.00841,0.0697,0.01707,0.08529,0.01743,0.0075,0.02589,0.10023,0.01587,0.00733,0.14492,1.08762,0,0.00309,0.00412,0,0,0.13502,0.04799,0.00916,0.0057,0.09397,0,0.28095,0,0,0.1167,0,0.03147,0.22561,0,0.00522,0.08434,0.0018,0,0,0.02706,0.03258,0.01059,0.0462
"Anaerotruncus_sp_CAG_528",0,0,0,0,0,0,0,0.00995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,0.00087,0,0,0,0,0,0,0,0.02157,0.01001,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coprocola",0,0,0,0,0,1.2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecis_CAG_32",0.01426,0.02014,0.01906,0.01494,0.75608,0,0,0.03591,0.00621,0,0,0,0,0,0.00294,0,0.00096,0,0,0,1.88836,0,1.84577,0,0,0.00192,0,0,0,0,0,0.00272,0,0.04169,0.02178,0,0,0.00067,0,0,0,0.00111,0,0,0.01764,0
"Veillonella_parvula",0.02866,0.00243,0,0,0.00201,0,0,0,0.00958,0,0,0,0.24809,0.00806,0,0.00158,0,0.02099,0.09269,0.00202,0,0,0.00446,0,0.00175,0.00877,0,0,0,0,0,2.53818,0,0,0,0,0,0,0,0,0,0.07972,0,0.00076,0,0
"Bacteroides_plebeius",0,0,0,0,0,0.00885,0.00102,0.02177,0.04075,3.23472,0,0,0.03782,0,0,0,0.02927,0.00065,0,0,0.2946,0,0,0,0,0,0.00886,0,0,0,0.01809,0,0.00246,0.013,0.0088,0,0,0,0,0,0,0,0.01076,0,0,0
"Oxalobacter_formigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16784,0,0.05199,0,0,0,0,0,0.53737,0,0,0,0,0,0,0,0,0,0,0.02417,0,0,0,0,0,0,0
"Bifidobacterium_angulatum",0,0.05458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blastocystis_sp_subtype_1",0,0,0,0.03175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coprophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0.00893,0.00515,0,0,0,0,0,0,0.00665,0,0,0,0.00419,0,0,0,0,0,0
"Prevotella_bivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0.00086,0,0,0,0,0,0,0,0,0,0.07719,0,0,0,0,0,0,0.00373,0,0,0
"Allisonella_histaminiformans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paraprevotella_clara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00496,0.00157,0,0,0,0,0,0,0,0,0,0,0,0.01396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutterella_parvirubra",0,0,0,0,0,0,0,0,0,0.05224,0,0,0,0,0,0,0,0,0.01413,0,0,0,0,0,0,0,0,0,0,0,0.03777,0,0,0,0,0,0,0,0,0,0,0.04305,0,0,0,0
"Firmicutes_bacterium_CAG_555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_porcorum",0,0,0,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04784,0,0.09132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89764,0,0,0,0,0,0,0,0,0,0,0.00418,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_sp_CAG_357",0,0,0,0,0,0,0,0,0.0074,3.34946,0,0,0.00675,0,0,0,0.00505,0,0,0,0.01204,0,1.7087,0,0,0.00338,0,0,0,0,0,0.00016,0,0,0,0,0,0.05939,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sobrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_fermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_variicola",0,0,0,0,0,0,0,0,0.01581,0,0,0,0.02357,0,0,0,21.12253,0.02524,0.18892,0.00549,0.02424,0,0,0,0,0.003,0,0,0,0,0,0.10312,0.23901,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_catenulatum",0,0.12655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_gordonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183,0.00381,0,0.00286,0.2762,0.0427,0.00286,0,0.00809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02586,0,0.00803,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_pseudocatenulatum",0,0.12223,0,0,0,2.01374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02286,0,0,0,0.01377,0,1.2512,0.10916,0,0,0,0,0.28918,0,0,0,0.89775,0.0599,0.14579,0,0.9896,0,0,0,0,0
"Prevotella_sp_CAG_1185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_5226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10437,0,0,0,0,0,0.00732,0,0,0.01332,0.00866,0,0,0,0,0,0,0.00789,0,0,0,0.00497,0,0,0,0.00562,0,0
"Parabacteroides_sp_CAG_409",0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572,0.00175,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_145",0,0.00687,0.22862,0.00833,0,0.00088,0,0.19467,0,0,0,0.02795,0,0,0.2222,1.34981,0.02059,0,0.00433,0.02848,0,0.0356,0.09434,0.00446,0,0,0.00828,0.05431,0.01634,0,0,0,0,0,0,0.9464,0,0,0.13923,0.02219,0.04707,0,0,0,0.00213,0
"Pseudoflavonifractor_sp_An184",0,0,0,0,0,0,0,0.08243,0,0,0,0.1057,0,0,0.00074,0.62146,0,0,0,0,0,0.01155,0.0681,0,0,0,0,0.00177,0,0,0.00571,0,0,0.01343,0,0.11181,0,0,0.01073,0,0,0,0.13176,0,0,0
"Roseburia_sp_CAG_303",0.1666,0,0,0,2.25237,0,0,0.17641,0,0,0,0,0,0,0,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08855,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0.00951,0,0,0.01534,0.00852,0,0,0,0,0,0,0.00794,0,0,0,0.00268,0,0,0,0,0,0
"Streptococcus_lutetiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Absiella_dolichum",0,0,0,0,0,0,0,0,0.00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_dolichum_CAG_375",0,0,0,0,0,0,0,0,0.00416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella_nexilis",0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02241,0,0,0,0,0,0,0,0,0,0,0.00096,0,0.00299,0,0,0,0,0
"Eisenbergiella_massiliensis",0.02046,0.00358,0.46477,0,0,0,0.0053,0.04127,0,0.00193,0.16515,0.05325,0.03245,0.01308,0.13452,0.02989,0.13232,0.14853,0,0.18157,0,0.00368,0,0.11864,0.00156,0,0.06057,0.78254,0.01841,0.13338,0.07252,0.00025,0.03934,0,0,0.26712,0,0.00844,0.11397,0.01639,0,0.10187,0,0.00701,0.0956,1.04563
"Clostridium_sp_CAG_242",0,0,0,0.09634,0,0,0,0,0,0,0,0.25646,0.14174,0,0,0.1446,0,0,0,0,0,0.05559,0.06986,0,0.08832,1.15528,0,0,0,0.28957,0,0.00017,0,0,0,0.21171,0,0,0,0.01853,0.64089,0,0,0,0,0
"Prevotella_sp_AM42_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01694,0,0,0,0,0,0.02523,0,0,0.03396,0.03749,0,0,0,0,0,0,0.02601,0,0,0,0.01998,0,0,0,0,0,0
"Butyrivibrio_sp_CAG_318",0,0,0,0,0,0.00074,0,0.005,0,0,0,0.00352,0,0.00706,0.0039,0.00688,0,0.0032,0,0.00341,0,0,0.00273,0,0,0.0026,0.00199,0,0,0,0.00158,0.00052,0,0.01447,0.00879,0,0,3.19492,0,0,0,0,0,0,0,0
"Alistipes_sp_An66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sp_HMSC71H05",0.00659,0,0,0,0,0,0.01112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165,0,0,0.00376,0,0,0,0,0,0.07384,0,0,0,0,0,0,0,0,0,0.17149,0.01353,0,0,0
"Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_intestini",0,0,0,0,0,0,0.00023,0,12.81313,5.3442,0,0.00354,0.0133,0,0,0.00053,0.00893,2.76155,0,0.00105,0.01246,0,0.48926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0.00053,0,0.01332
"Ruminococcus_sp_CAG_330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalitalea_cylindroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_hydrogenotrophica",0,0.01376,0.0161,0,0,0.05652,0,0,0.05538,0.01787,0,0.01402,0,0,0.02329,0,0,0.4538,0,0,0,0,0.01047,0.02377,0,0,0.02711,0,0,0,0,0,0,0,0,0.02491,0,0.01321,0,0.00407,0,0,0,0.04556,0,0.09003
"Enorma_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,0.06065,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0.00291,0,0,0,0,0,0,0
"Anaerotignum_lactatifermentans",0.00634,0,0.56528,0,0,0.22181,0,1.98235,0.43777,0.02916,0,0,1.59268,0,0.02137,0,0,0,0,0,0,0,0.09486,0.02739,0.03757,0,0.01406,0,0.05901,0.33567,0,0,0.23589,0,0,0,0.02495,0,0.0148,0.13716,0.40331,0,0,1.0216,0.05587,0.14246
"Desulfovibrio_fairfieldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavonifractor_sp_An10",0.0334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0,0,0,0,0,0,0,0,0.01418,0,0,0.01037,0,0.01119,0,0,0,0,0,0,0,0,0,0
"Alistipes_timonensis",0,0,0,0,0,0,0,0,0,0,0,0.0532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_299",0,0,0,0,0,0,0,0,0,0,0.33148,0,0,0.05943,0,0,0,0,0,0,0,0,0,0.78494,0,0.04222,0,0,0,0,0.00656,0,0.19097,0,0,0,0,0.03429,0,0,0,0,0,0.55589,0.00897,0
"Anaerofilum_sp_An201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0,0,0,0,0,0,0,0,0,0,0.28086,0,0,0,0,0,0,0,0.00723,0,0,0,0,0,0,0,0.21746,0,0,1.55924,0,0,0.00043,0,0,0,0.03953,0.038,0,0,0,0,0,0,0
"Enterococcus_hirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massiliomicrobiota_timonensis",0,0.00567,0.01187,0,0,0,0,0,0,0,0,0.00077,0.0042,0.00752,0.01242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729,0,0.00398,0,0,0,0.00925,0,0,0,0,0,0
"Pyramidobacter_sp_C12_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_cloacae_complex",0,0,0,0,0.01337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0.00396,0,0,0,0,0.00356,2.25757,0,0,0,0,0,0,0.08303,0,0,0,0,0.00549,0,0
