"","train_1382","train_1387","train_1423","train_1427","train_1699","train_1723","train_1756","train_1815","train_1822","train_1825","train_1839","train_1842","train_1845","train_1878","train_1902","train_1906"
"Blautia_coccoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridioides_difficile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_HMSC08A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_accolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_jeikeium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_coli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_upsaliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_curvatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_mesenteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_dentocariosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_cristatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinobaculum_sp_oral_taxon_183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_brachy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium_valvarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_plantarum",0.01611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_pseudomesenteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_otakiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_petauri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeriscardovia_aeriphila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_pseudoavium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catabacter_hongkongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_D2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_scindens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sputorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_faecichinchillae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An138",0,0,0,0,0,0,0,0,0,0,0,0.05883,0,0,0,0
"Actinomyces_naeslundii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_italicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denitrobacterium_detoxificans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella_profusa",0,0,0,0,0,0,0,0,0,0,0,0.00294,0,0,0,0
"Solobacterium_moorei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeromassilibacillus_sp_An172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saccharomyces_cerevisiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrisporobacter_othiniensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_pontis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abiotrophia_sp_HMSC24B09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_M334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_aldenense",0,0,0,0,0,0,0,0,0.01151,0,0,0,0,0,0,0
"Clostridium_sp_7_2_43FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_garvieae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Propionibacterium_acidifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_producta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_NLAE_zl_C503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudopropionibacterium_propionicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactonifactor_longoviformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rikenella_microfusus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalicatena_orotica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerofustis_stercorihominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_methylpentosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacteriaceae_bacterium_CHKCI005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_varium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus_acidilactici",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella_uli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_braakii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HPH0090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia_wiggsiae",0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0
"Mogibacterium_timidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_deltae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_411",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sharpea_azabuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_equinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_gonidiaformans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_443",0,0,0,0,0,0,0,0.86601,0,0.04585,0,0,0.04529,0,0,0
"Actinomyces_cardiffensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_stomatis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_limosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_624",0,0,0,0,0,0,0,0,0,0.01163,0,0,0,0,0,0
"Eubacterium_callanderi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyribacterium_methylotrophicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tetragenococcus_halophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella_viridescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_An11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_durum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_agalactiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_antri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_hongkongensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_bergeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_pseudopneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_infirmum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_equorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_casei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridiales_bacterium_1_7_47FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977
"Desulfovibrio_sp_An276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_downei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcaligenes_aquatilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stenotrophomonas_maltophilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteus_vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_suionicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_subflava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odoribacter_laneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_animalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_pseudolongum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalicoccus_pleomorphus",0,0,0.01379,0.02469,0,0,0,0,0,0,0,0,0,0.03885,0,0
"Citrobacter_sp_MGH106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_hexanoica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoanaerobaculum_saburreum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_aerius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_hansenii",0,0,0,0,0,0,0,0,0.02549,0,0,0,0,0,0,0
"Lactobacillus_helveticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raoultella_planticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_georgiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium_parvum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_periodonticum",0,0,0.05987,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_sp_MV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parvimonas_sp_oral_taxon_393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abiotrophia_defectiva",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_intermedia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stomatobaculum_longum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_pullorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_saeculare",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muribaculum_intestinale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_parauberis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_casseliflavus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_viscosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_devriesei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_sanfranciscensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_lactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HMSC071D03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulleidia_extructa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_oral_taxon_096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcaligenes_faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus_qingshengii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_caccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_argentoratense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella_cibaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_carnosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_succinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_sp_An31A",0.01995,0,0,6.00356,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_sp_NAM3COL9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_viridans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoanaerobaculum_umeaense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiobacterium_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mogibacterium_pumilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_gracilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_minutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_carnosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus_pentosaceus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_sp_An249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erysipelothrix_larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scardovia_inopinata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_saphenum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodococcus_erythropolis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_ultunensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_sp_N6H1_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_peroris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospiraceae_bacterium_2_1_46FAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_dispar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_mindensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An131",0,0,0,0.00562,0,0,0,0,0,0,0,0.02706,0,0,0,0
"Staphylococcus_saprophyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_brevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_senmaizukei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_necrophorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_reuteri",0,0,0,0,0,0,0,0,0.02546,0,0,0,0.58978,0,0,0
"Ruminococcus_sp_CAG_579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_parabuchneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candida_albicans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_raffinolactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_gingivalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia_sp_oral_taxon_215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eikenella_corrodens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_pneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gardnerella_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Subdoligranulum_variabile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_denticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_chh4_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_nigrescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slackia_exigua",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas_sputigena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_oris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia_sp_oral_taxon_212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Murimonas_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HMSC070B10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia_hofstadii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_kalixensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_kefiri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carnobacterium_divergens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_nodatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pediococcus_parvulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_buchneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_radicidentis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Raoultella_ornithinolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chlamydia_ibidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema_porcinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_P3_122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_versmoldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_warneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_meyeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marvinbryantia_formatexigens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kluyvera_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_variabile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kosakonia_sp_S29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_denticariosi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio_vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selenomonas_noxia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthia_catenaformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kingella_oralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_pasteurii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_ulcerans",0,0,0,0,0,0,0,0,0.00762,0,0,0,0,0,0,0
"Staphylococcus_xylosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_concisus",0,0,0.01021,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacterium_aurantiacum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brevibacterium_linens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_apis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerostipes_sp_494a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_kullabergensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_kimbladii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_gordonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia_fergusonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_panis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_amalonaticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas_media",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Proteus_mirabilis",0,0,0,0,0,0,0,0,0,0,0,0,0.13769,0,0,0
"Kluyvera_georgiana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_bugandensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_caecimuris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leclercia_adecarboxylata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kosakonia_pseudosacchari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_agilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_farmeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Providencia_rettgeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_endodontalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio_legallii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pluralibacter_gergoviae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_oral_taxon_473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_salivarius_CAG_79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Gastranaerophilales_bacterium_HUM_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_acidipiscis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_CAG_786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea_dispersa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_F0091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_oral_taxon_376",0,0,0,0,0.00138,0,0,0,0,0,0,0,0,0,0,0
"Pseudoramibacter_alactolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_helsingborgensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_gelidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactococcus_piscium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Candidatus_Stoquefichus_sp_KLE1796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_hiranonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_citreum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_sp_An50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmiger_sp_An87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmonella_enterica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paeniclostridium_sordellii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kosakonia_cowanii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trueperella_bernardiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_lactolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_showae",0,0,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinotignum_timonense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_coxii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporanaerobacter_sp_PP17_6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_fuchuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinotignum_schaalii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonellaceae_bacterium_DNF00626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mageeibacillus_indolicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella_koreensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_paraplantarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea_agglomerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pantoea_vagans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysgonomonas_mossii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_cadaveris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerosporobacter_mobilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Robinsoniella_sp_RHS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_vaginae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulosilyticum_lentocellum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_algidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_oleiciplenus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Roseburia_sp_831b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia_sp_ESNIH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serratia_marcescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_helleri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_oral_taxon_299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_bacilliformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serratia_fonticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kluyvera_ascorbata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Serratia_liquefaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus_macerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ralstonia_pickettii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_SK643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacter_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_fragi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atlantibacter_hermannii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_sp_3H8_DIV0648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
