"","train_1175","train_1177","train_1181","train_1182","train_1183","train_1184","train_1185","train_1186","train_1187"
"Weissella_koreensis",0,0,0,0,0,0,0,0,0
"Lactobacillus_paraplantarum",0,0,0,0,0,0,0,0,0
"Pantoea_agglomerans",0,0,0,0,0,0,0,0,0
"Pantoea_vagans",0,0,0,0,0,0,0,0,0
"Dysgonomonas_mossii",0,0,0,0,0,0,0,0,0
"Clostridium_cadaveris",0,0,0,0,0,0,0,0,0
"Anaerosporobacter_mobilis",0,0,0,0,0,0,0,0,0
"Robinsoniella_sp_RHS",0,0,0,0,0,0,0,0,0
"Atopobium_vaginae",0,0,0,0,0,0,0,0,0
"Cellulosilyticum_lentocellum",0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_678",0,0,0,0,0,0,0,0,0
"Lactobacillus_algidus",0,0,0,0,0,0,0,0,0
"Bacteroides_oleiciplenus",0,0,0,0,0,0,0,0,0
"Roseburia_sp_831b",0,0,0,0,0,0,0,0,0
"Escherichia_sp_ESNIH1",0,0,0,0,0,0,0,0,0
"Serratia_marcescens",0,0,0,0,0,0,0,0,0
"Pseudomonas_helleri",0,0,0,0,0,0,0,0,0
"Prevotella_sp_oral_taxon_299",0,0,0,0,0,0,0,0,0
"Neisseria_bacilliformis",0,0,0,0,0,0,0,0,0
"Serratia_fonticola",0,0,0,0,0,0,0,0,0
"Kluyvera_ascorbata",0,0,0,0,0,0,0,0,0
"Serratia_liquefaciens",0,0,0,0,0,0,0,0,0
"Enterobacter_soli",0,0,0,0,0,0,0,0,0
"Paenibacillus_macerans",0,0,0,0,0,0,0,0,0
"Ralstonia_pickettii",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_SK643",0,0,0,0,0,0,0,0,0
"Coprobacter_sp",0,0,0,0,0,0,0,0,0
"Pseudomonas_fragi",0,0,0,0,0,0,0,0,0
"Atlantibacter_hermannii",0,0,0,0,0,0,0,0,0
"Enterococcus_sp_3H8_DIV0648",0,0,0,0,0,0,0,0,0
"Enterococcus_gilvus",0,0,0,0,0,0,0,0,0
"Prevotella_veroralis",0,0,0,0,0,0,0,0,0
"Shuttleworthia_satelles",0,0,0,0,0,0,0,0,0
"Prevotella_sp_oral_taxon_306",0,0,0,0,0,0,0,0,0
"Proteus_hauseri",0,0,0.00747,0,0,0,0,0,0
"Alloprevotella_rava",0,0,0,0,0,0,0,0,0
"Serratia_ureilytica",0,0,0,0,0,0,0,0,0
"Aggregatibacter_aphrophilus",0,0,0,0,0,0,0,0,0
"Oribacterium_asaccharolyticum",0,0,0,0,0,0,0,0,0
"Clostridium_baratii",0,0,0,0,0,0,0,0,0
"Neisseria_sp_oral_taxon_014",0,0,0,0,0,0,0,0,0
"Selenomonas_sp_oral_taxon_138",0,0,0,0,0,0,0,0,0
"Paenibacillus_lactis",0,0,0,0,0,0,0,0,0
"Lautropia_mirabilis",0,0,0,0,0,0,0,0,0
"Tannerella_sp_oral_taxon_HOT_286",0,0,0,0,0,0,0,0,0
"Providencia_alcalifaciens",0,0,0,0,0,0,0,0,0
"Haemophilus_paraphrohaemolyticus",0,0,0,0,0,0,0,0,0
"Parvimonas_sp_oral_taxon_110",0,0,0,0,0,0,0,0,0
"Barnesiella_sp_An22",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_OM08_11",0,0,0,0,0,0,0,0,0
"Dorea_sp_D27",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An181",0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_sp_An85",0,0,0,0,0,0,0,0,0
"Acinetobacter_lwoffii",0,0,0,0,0,0,0,0,0
"Micrococcus_lylae",0,0,0,0,0,0,0,0,0
"Pararheinheimera_mesophila",0,0,0,0,0,0,0,0,0
"Porphyromonas_somerae",0,0,0,0,0,0,0,0,0
"Bacteroides_stercorirosoris",0,0,0,0,0,0,0,0,0
"Moraxella_osloensis",0,0,0,0,0,0,0,0,0
"Enhydrobacter_aerosaccus",0,0,0,0,0,0,0,0,0
"Micrococcus_aloeverae",0,0,0,0,0,0,0,0,0
"Veillonella_seminalis",0,0,0,0,0,0,0,0,0
"Arthrospira_platensis",0,0,0,0,0,0,0,0,0
"Candidatus_Methanomassiliicoccus_intestinalis",0,0,0,0,0,0,0,0,0
"Prevotella_dentalis",0,0,0,0,0,0,0,0,0
"Aeromonas_hydrophila",0,0,0,0,0,0,0,0,0
"Aeromonas_dhakensis",0,0,0,0,0,0,0,0,0
"Actinomyces_urogenitalis",0,0,0,0,0,0,0,0,0
"Enterococcus_thailandicus",0,0,0,0,0,0,0,0,0
"Lactobacillus_vaccinostercus",0,0,0,0,0,0,0,0,0
"Klebsiella_variicola_CAG_634",0,0,0,0,0,0,0,0,0
"Prevotella_amnii",0,0,0,0,0,0,0,0,0
"Cronobacter_malonaticus",0,0,0,0,0,0,0,0,0
"Pseudomonas_guguanensis",0,0,0,0,0,0,0,0,0
"Lactobacillus_jensenii",0,0,0,0,0,0,0,0,0
"Aggregatibacter_sp_oral_taxon_458",0,0,0,0,0,0,0,0,0
"Anaerocolumna_aminovalerica",0,0,0,0,0,0,0,0,0
"Clostridium_sporogenes",0,0,0,0,0,0,0,0,0
"Clostridium_botulinum",0,0,0,0,0,0,0,0,0
"Bacteroidales_bacterium_KA00251",0,0,0,0,0,0,0,0,0
"Clostridium_celerecrescens",0,0,0,0,0,0,0,0,0
"Dysgonomonas_gadei",0,0,0,0,0,0,0,0,0
"Frigoribacterium_sp_Leaf8",0,0,0,0,0,0,0,0,0
"Clostridium_sp_MSTE9",0,0,0,0,0,0,0,0,0
"Treponema_lecithinolyticum",0,0,0,0,0,0,0,0,0
"Flavonifractor_sp_An306",0,0,0,0,0,0,0,0,0
"Prevotella_oralis",0,0,0,0,0,0,0,0,0
"Proteus_penneri",0,0,0,0,0,0,0,0,0
"Wohlfahrtiimonas_chitiniclastica",0,0,0,0,0,0,0,0,0
"Kluyvera_cryocrescens",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_661",0,0,0,0,0,0,0,0,0
"Prevotella_oulorum",0,0,0,0,0,0,0,0,0
"Neisseria_cinerea",0,0,0,0,0,0,0,0,0
"Corynebacterium_oculi",0,0,0,0,0,0,0,0,0
"Kosakonia_sacchari",0,0,0,0,0,0,0,0,0
"Dysgonomonas_sp_37_18",0,0,0,0,0,0,0,0,0
"Obesumbacterium_proteus",0,0,0,0,0,0,0,0,0
"Bacteroides_sartorii",0,0,0,0,0,0,0,0,0
"Aerococcus_urinaeequi",0,0,0,0,0,0,0,0,0
"Thermoleophilum_album",0,0,0,0,0,0,0,0,0
"Bacteroidetes_oral_taxon_274",0,0,0,0,0,0,0,0,0
"Citrobacter_europaeus",0,0,0,0,0,0,0,0,0
"Bifidobacterium_asteroides",0,0,0,0,0,0,0,0,0
"Yersinia_frederiksenii",0,0,0,0,0,0,0,0,0
"Enterococcus_asini",0,0,0,0,0,0,0,0,0
"Bavariicoccus_seileri",0,0,0,0,0,0,0,0,0
"Enterococcus_mundtii",0,0,0,0,0,0,0,0,0
"Anaerostipes_sp_992a",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An298",0,0,0,0,0,0,0,0,0
"Corynebacterium_callunae",0,0,0,0,0,0,0,0,0
"Methanobrevibacter_arboriphilus",0,0,0,0,0,0,0,0,0
"Brachybacterium_alimentarium",0,0,0,0,0,0,0,0,0
"Bacteroides_heparinolyticus",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_OM05_12",0,0,0,0,0,0,0,0,0
"Methanobacterium_formicicum",0,0,0,0,0,0,0,0,0
"Succinatimonas_hippei",0,0,0.02692,0,0,0,0,0,0
"Actinobaculum_massiliense",0,0,0,0,0,0,0,0,0
"Lactobacillus_pentosus",0,0,0,0,0,0,0,0,0
"Aspergillus_cristatus",0,0,0,0,0,0,0,0,0
"Bifidobacterium_choerinum",0,0,0,0,0,0,0,0,0
"Selenomonas_artemidis",0,0,0,0,0,0,0,0,0
"Lactobacillus_harbinensis",0,0,0,0,0,0,0,0,0
"Kosakonia_oryzendophytica",0,0,0,0,0,0,0,0,0
"Bacteroidetes_bacterium_oral_taxon_272",0,0,0,0,0,0,0,0,0
"Eikenella_sp_NML130454",0,0,0,0,0,0,0,0,0
"Bacillus_clausii",0,0,0,0,0,0,0,0,0
"Bacillus_rhizosphaerae",0,0,0,0,0,0,0,0,0
"Enterococcus_malodoratus",0,0,0,0,0,0,0,0,0
"Prevotella_multiformis",0,0,0,0,0,0,0,0,0
"Clostridium_cocleatum",0,0,0,0,0,0,0,0,0
"Paraclostridium_bifermentans",0,0,0,0,0,0,0,0,0
"Kocuria_kristinae",0,0,0,0,0,0,0,0,0
"Paenibacillus_aquistagni",0,0,0,0,0,0,0,0,0
"Microbacterium_hominis",0,0,0,0,0,0,0,0,0
"Corynebacterium_striatum",0,0,0,0,0,0,0,0,0
"Oligella_urethralis",0,0,0,0,0,0,0,0,0
"Prevotella_multisaccharivorax",0,0,0,0,0,0,0,0,0
"Pseudoglutamicibacter_albus",0,0,0,0,0,0,0,0,0
"Corynebacterium_riegelii",0,0,0,0,0,0,0,0,0
"Pseudoglutamicibacter_cumminsii",0,0,0,0,0,0,0,0,0
"Peptoniphilus_grossensis",0,0,0,0,0,0,0,0,0
"Brevibacterium_ravenspurgense",0,0,0,0,0,0,0,0,0
"Corynebacterium_freneyi",0,0,0,0,0,0,0,0,0
"Facklamia_ignava",0,0,0,0,0,0,0,0,0
"Corynebacterium_urealyticum",0,0,0,0,0,0,0,0,0
"Ochrobactrum_anthropi",0,0,0,0,0,0,0,0,0
"Methanobrevibacter_oralis",0,0,0,0,0,0,0,0,0
"Corynebacterium_flavescens",0,0,0,0,0,0,0,0,0
"Butyricicoccus_porcorum",0,0,0,0,0,0,0,0,0
"Lactobacillus_sucicola",0,0,0,0,0,0,0,0,0
"Candida_tropicalis",0,0,0,0,0,0,0,0,0
"Corynebacterium_imitans",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HMSC067H01",0,0,0,0,0,0,0,0,0
"Lactobacillus_gallinarum",0,0,0,0,0,0,0,0,0
"Eubacterium_yurii",0,0,0,0,0,0,0,0,0
"Lactobacillus_dextrinicus",0,0,0,0,0,0,0,0,0
"Bacillus_thermoamylovorans",0,0,0,0,0,0,0,0,0
"Listeria_innocua",0,0,0,0,0,0,0,0,0
"Actinomyces_neuii",0,0,0,0,0,0,0,0,0
"Tyzzerella_sp_An114",0,0,0,0,0,0,0,0,0
"Leptotrichia_sp_oral_taxon_879",0,0,0,0,0,0,0,0,0
"Leptotrichia_sp_oral_taxon_225",0,0,0,0,0,0,0,0,0
"Bacillus_coagulans",0,0,0,0,0,0,0,0,0
"Serratia_rubidaea",0,0,0,0,0,0,0,0,0
"Lactobacillus_coryniformis",0,0,0,0,0,0,0,0,0
"Weissella_paramesenteroides",0,0,0,0,0,0,0,0,0
"Lactobacillus_parafarraginis",0,0,0,0,0,0,0,0,0
"Pseudescherichia_vulneris",0,0,0,0,0,0,0,0,0
"Gordonia_jacobaea",0,0,0,0,0,0,0,0,0
"Agrobacterium_tumefaciens",0,0,0,0,0,0,0,0,0
"Sphingomonas_sp_67_41",0,0,0,0,0,0,0,0,0
"Propionibacterium_namnetense",0,0,0,0,0,0,0,0,0
"Malassezia_restricta",0,0,0,0,0,0,0,0,0
"Kosakonia_oryzae",0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1058",0,0,0,0,0,0,0,0,0
"Jonquetella_anthropi",0,0,0,0,0,0,0,0,0
"Centipeda_periodontii",0,0,0,0,0,0,0,0,0
"Streptococcus_sinensis",0,0,0,0,0,0,0,0,0
"Parabacteroides_sp_426_9",0,0,0,0,0,0,0,0,0
"Megamonas_rupellensis",0,0,0,0,0,0,0,0,0
"Methanobrevibacter_woesei",0,0,0,0,0,0,0,0,0
"Megasphaera_stantonii",0,0,0,0,0,0,0,0,0
"Haemophilus_quentini",0,0,0,0,0,0,0,0,0
"Methanosphaera_sp_SHI1033",0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1124",0,0,1.94781,0,0,0,0,0,0
"Streptococcus_sp_oral_taxon_056",0,0,0,0,0,0,0,0,0
"Gemmiger_sp_An194",0,0,0,0,0,0,0,0,0
"Tropheryma_whipplei",0,0,0,0,0,0,0,0,0
"Helicobacter_pullorum",0,0,0,0,0,0,0,0,0
"Streptococcus_sp_oral_taxon_058",0,0,0,0,0,0,0,0,0
"Gemmiger_sp_An120",0,0,0,0,0,0,0,0,0
"Macrococcus_caseolyticus",0,0,0,0,0,0,0,0,0
"Citrobacter_sp_50677481",0,0,0,0,0,0,0,0,0
"Neisseria_elongata",0,0,0,0,0,0,0,0,0
"Aeromonas_veronii",0,0,0,0,0,0,0,0,0
"Eubacterium_sp_68_3_10",0,0,0,0,0,0,0,0,0
"Lactobacillus_equicursoris",0,0,0,0,0,0,0,0,0
"Pseudomonas_putida_group",0,0,0,0,0,0,0,0,0
"Pseudocitrobacter_faecalis",0,0,0,0,0,0,0,0,0
"Clostridium_sp_SY8519",0,0,0,0,0,0,0,0,0
"Cronobacter_dublinensis",0,0,0,0,0,0,0,0,0
"Pediococcus_stilesii",0,0,0,0,0,0,0,0,0
"Lactobacillus_senioris",0,0,0,0,0,0,0,0,0
"Mitsuokella_sp_oral_taxon_131",0,0,0,0,0,0,0,0,0
"Eubacterium_maltosivorans",0,0,0,0,0,0,0,0,0
"Corynebacterium_vitaeruminis",0,0,0,0,0,0,0,0,0
"Anaerolineaceae_bacterium_oral_taxon_439",0,0,0,0,0,0,0,0,0
"Oribacterium_sp_oral_taxon_078",0,0,0,0,0,0,0,0,0
"Bifidobacterium_moukalabense",0,0,0,0,0,0,0,0,0
"Melissococcus_sp_OM08_11BH",0,0,0,0,0,0,0,0,0
"Terrisporobacter_glycolicus",0,0,0,0,0,0,0,0,0
"Enterococcus_sulfureus",0,0,0,0,0,0,0,0,0
"Bacillus_haynesii",0,0,0,0,0,0,0,0,0
"Lactobacillus_farciminis",0,0,0,0,0,0,0,0,0
"Parabacteroides_chinchillae",0,0,0,0,0,0,0,0,0
"Mycoplasma_bovis",0,0,0,0,0,0,0,0,0
"Megasphaera_cerevisiae",0,0,0,0,0,0,0,0,0
"Arcobacter_cryaerophilus",0,0,0,0,0,0,0,0,0
"Chryseobacterium_sp_VAUSW3",0,0,0,0,0,0,0,0,0
"Alkalibacterium_thalassium",0,0,0,0,0,0,0,0,0
"Methanosphaera_cuniculi",0,0,0,0,0,0,0,0,0
"Weissella_halotolerans",0,0,0,0,0,0,0,0,0
"Lactobacillus_murinus",0,0,0,0,0,0,0,0,0
"Enterobacter_sp_638",0,0,0,0,0,0,0,0,0
"Barnesiella_viscericola",0,0,0,0,0,0,0,0,0
"Bacteroides_salanitronis",0,0,0,0,0,0,0,0,0
"Bacillus_sp_FJAT_27916",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An196",0,0,0,0,0,0,0,0,0
"Cloacibacillus_sp_An23",0,0,0,0,0,0,0,0,0
"Desulfovibrio_sp_MES5",0,0,0,0,0,0,0,0,0
"Alistipes_sp_CHKCI003",0,0,0,0,0,0,0,0,0
"Lactobacillus_alimentarius",0,0,0,0,0,0,0,0,0
"Corynebacterium_glutamicum",0,0,0,0,0,0,0,0,0
"Paracoccus_sanguinis",0,0,0,0,0,0,0,0,0
"Lactobacillus_coleohominis",0,0,0,0,0,0,0,0,0
"Enterobacter_sp_FS01",0,0,0,0,0,0,0,0,0
"Raoultella_terrigena",0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_sp",0,0,0,0,0,0,0,0,0
"Bacteroides_sp_An322",0,0,0,0,0,0,0,0,0
"Serratia_ficaria",0,0,0,0,0,0,0,0,0
"Schwartzia_succinivorans",0,0,0,0,0,0,0,0,0
"Streptococcus_equinus",0,0,0,0,0,0,0,0,0
"Barnesiella_sp_An55",0,0,0,0,0,0,0,0,0
"Dickeya_chrysanthemi",0,0,0,0,0,0,0,0,0
"Dickeya_fangzhongdai",0,0,0,0,0,0,0,0,0
"Alistipes_sp_CAG_831",0,0,0,0,0,0,0,0,0
"Giardia_intestinalis",0,0,0,0,0,0,0,0,0
"Entamoeba_dispar",0,0,0,0,0,0,0,0,0
"Entamoeba_histolytica",0,0,0,0,0,0,0,0,0
"Pedobacter_himalayensis",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_sp_An76",0,0,0,0,0,0,0,0,0
"Mucispirillum_schaedleri",0,0,0,0,0,0,0,0,0
"Candidatus_Methanomethylophilus_sp_1R26",0,0,0,0,0,0,0,0,0
"Eubacterium_pyruvativorans",0,0,0,0,0,0,0,0,0
"Staphylococcus_simulans",0,0,0,0,0,0,0,0,0
"Carnobacterium_maltaromaticum",0,0,0,0,0,0,0,0,0
"Fusobacterium_hwasookii",0,0,0,0,0,0,0,0,0
"Methanomassiliicoccales_archaeon_RumEn_M1",0,0,0,0,0,0,0,0,0
"Muribaculaceae_bacterium_DSM_103720",0,0,0,0,0,0,0,0,0
"Staphylococcus_vitulinus",0,0,0,0,0,0,0,0,0
"Providencia_rustigianii",0,0,0,0,0,0,0,0,0
"Veillonella_criceti",0,0,0,0,0,0,0,0,0
"Pantoea_anthophila",0,0,0,0,0,0,0,0,0
"Lactobacillus_nodensis",0,0,0,0,0,0,0,0,0
"Megasphaera_sp_BV3C16_1",0,0,0,0,0,0,0,0,0
"Flavonifractor_sp_An82",0,0,0,0,0,0,0,0,0
"Bacteroides_graminisolvens",0,0,0,0,0,0,0,0,0
"Acinetobacter_pittii",0,0,0,0,0,0,0,0,0
"Pseudomonas_versuta",0,0,0,0,0,0,0,0,0
"Selenomonas_sp_oral_taxon_920",0,0,0,0,0,0,0,0,0
"Criibacterium_bergeronii",0,0,0,0,0,0,0,0,0
"Tissierellia_bacterium_KA00581",0,0,0,0,0,0,0,0,0
"Acetatifactor_muris",0,0,0,0,0,0,0,0,0
"Clavibacter_michiganensis",0,0,0,0,0,0,0,0,0
"Cloacibacterium_normanense",0,0,0,0,0,0,0,0,0
"Acinetobacter_junii",0,0,0,0,0,0,0,0,0
"Acidovorax_caeni",0,0,0,0,0,0,0,0,0
"Staphylococcus_pasteuri",0,0,0,0,0,0,0,0,0
"Pseudomonas_lundensis",0,0,0,0,0,0,0,0,0
"Streptococcus_suis",0,0,0,0,0,0,0,0,0
"Hydrogenibacillus_schlegelii",0,0,0,0,0,0,0,0,0
"Limnochorda_pilosa",0,0,0,0,0,0,0,0,0
"Paludisphaera_borealis",0,0,0,0,0,0,0,0,0
"Kouleothrix_aurantiaca",0,0,0,0,0,0,0,0,0
"Franconibacter_helveticus",0,0,0,0,0,0,0,0,0
"Acholeplasma_oculi",0,0,0,0,0,0,0,0,0
"Peptoniphilus_asaccharolyticus",0,0,0,0,0,0,0,0,0
"Romboutsia_hominis",0,0,0,0,0,0,0,0,0
"Mediterranea_sp_An20",0,0,0,0,0,0,0,0,0
"Acinetobacter_idrijaensis",0,0,0,0,0,0,0,0,0
"Oenococcus_oeni",0,0,0,0,0,0,0,0,0
"Klebsiella_quasivariicola",0,0,0,0,0,0,0,0,0
"Phyllobacterium_myrsinacearum",0,0,0,0,0,0,0,0,0
"Vagococcus_lutrae",0,0,0,0,0,0,0,0,0
"Mycoplasma_hominis",0,0,0,0,0,0,0,0,0
"Citrobacter_gillenii",0,0,0,0,0,0,0,0,0
"Acinetobacter_parvus",0,0,0,0,0,0,0,0,0
"Pyrococcus_yayanosii",0,0,0,0,0,0,0,0,0
"Synergistes_jonesii",0,0,0,0,0,0,0,0,0
"Streptococcus_pyogenes",0,0,0,0,0,0,0,0,0
"Lactobacillus_pantheris",0,0,0,0,0,0,0,0,0
"Vibrio_kanaloae",0,0,0,0,0,0,0,0,0
"Lactobacillus_kitasatonis",0,0,0,0,0,0,0,0,0
"Vibrio_fluvialis",0,0,0,0,0,0,0,0,0
"Halomonas_boliviensis",0,0,0,0,0,0,0,0,0
"Xanthomonas_phaseoli",0,0,0,0,0,0,0,0,0
"Mycolicibacterium_obuense",0,0,0,0,0,0,0,0,0
"Sphingopyxis_granuli",0,0,0,0,0,0,0,0,0
"Bosea_vaviloviae",0,0,0,0,0,0,0,0,0
"Stenotrophomonas_rhizophila",0,0,0,0,0,0,0,0,0
"Kocuria_marina",0,0,0,0,0,0,0,0,0
"Microlunatus_phosphovorus",0,0,0,0,0,0,0,0,0
"Sphingopyxis_terrae",0,0,0,0,0,0,0,0,0
"Fusobacterium_necrogenes",0,0,0,0,0,0,0,0,0
"Neisseria_macacae",0,0,0,0,0,0,0,0,0
"Ileibacterium_valens",0,0,0,0,0,0,0,0,0
"Leuconostoc_kimchii",0,0,0,0,0,0,0,0,0
"Pseudoalteromonas_tetraodonis",0,0,0,0,0,0,0,0,0
"Meiothermus_silvanus",0,0,0,0,0,0,0,0,0
"Pseudoalteromonas_undina",0,0,0,0,0,0,0,0,0
"Pseudoalteromonas_nigrifaciens",0,0,0,0,0,0,0,0,0
"Providencia_stuartii",0,0,0,0,0,0,0,0,0
"Clostridium_argentinense",0,0,0,0,0,0,0,0,0
"Lachnoclostridium_phytofermentans",0,0,0,0,0,0,0,0,0
"Bacteroides_xylanolyticus",0,0,0,0,0,0,0,0,0
"Staphylococcus_sciuri",0,0,0,0,0,0,0,0,0
"Staphylococcus_gallinarum",0,0,0,0,0,0,0,0,0
"Staphylococcus_kloosii",0,0,0,0,0,0,0,0,0
"Bacillus_megaterium",0,0,0,0,0,0,0,0,0
"Prauserella_sp_Am3",0,0,0,0,0,0,0,0,0
"Bacillus_stratosphericus",0,0,0,0,0,0,0,0,0
"Bacillus_altitudinis",0,0,0,0,0,0,0,0,0
"Staphylococcus_capitis",0,0,0,0,0,0,0,0,0
"Aerococcus_viridans",0,0,0,0,0,0,0,0,0
"Bacteroides_pyogenes",0,0,0,0,0,0,0,0,0
"Selenomonas_sp_FOBRC6",0,0,0,0,0,0,0,0,0
"Selenomonas_flueggei",0,0,0,0,0,0,0,0,0
"Leptotrichia_sp_oral_taxon_847",0,0,0,0,0,0,0,0,0
"Lactobacillus_ingluviei",0,0,0,0,0,0,0,0,0
"Helicobacter_equorum",0,0,0,0,0,0,0,0,0
"Selenomonas_sp_oral_taxon_892",0,0,0,0,0,0,0,0,0
"Aeromonas_allosaccharophila",0,0,0,0,0,0,0,0,0
"Campylobacter_curvus",0,0,0,0,0,0,0,0,0
"Selenomonas_sp_oral_taxon_126",0,0,0,0,0,0,0,0,0
"Prevotella_scopos",0,0,0,0,0,0,0,0,0
"Campylobacter_mucosalis",0,0,0,0,0,0,0,0,0
"Leptotrichia_sp_oral_taxon_498",0,0,0,0,0,0,0,0,0
"Ottowia_sp_oral_taxon_894",0,0,0,0,0,0,0,0,0
"Agitococcus_lubricus",0,0,0,0,0,0,0,0,0
"Leptotrichia_buccalis",0,0,0,0,0,0,0,0,0
"Campylobacter_rectus",0,0,0,0,0,0,0,0,0
"Prevotella_baroniae",0,0,0,0,0,0,0,0,0
"Selenomonas_infelix",0,0,0,0,0,0,0,0,0
"Capnocytophaga_gingivalis",0,0,0,0,0,0,0,0,0
"Romboutsia_lituseburensis",0,0,0,0,0,0,0,0,0
"Haemophilus_aegyptius",0,0,0,0,0,0,0,0,0
"Kosakonia_radicincitans",0,0,0,0,0,0,0,0,0
"Porphyromonas_sp_oral_taxon_278",0,0,0,0,0,0,0,0,0
"Oenococcus_alcoholitolerans",0,0,0,0,0,0,0,0,0
"Capnocytophaga_sputigena",0,0,0,0,0,0,0,0,0
"Neisseria_polysaccharea",0,0,0,0,0,0,0,0,0
"Treponema_socranskii",0,0,0,0,0,0,0,0,0
"Treponema_denticola",0,0,0,0,0,0,0,0,0
"Tannerella_forsythia",0,0,0,0,0,0,0,0,0
"Treponema_maltophilum",0,0,0,0,0,0,0,0,0
"Tannerella_sp_oral_taxon_808",0,0,0,0,0,0,0,0,0
"Staphylococcus_argenteus",0,0,0,0,0,0,0,0,0
"Prevotella_marshii",0,0,0,0,0,0,0,0,0
"Bifidobacterium_merycicum",0,0,0,0,0,0,0,0,0
"Pseudomonas_fluorescens_group",0,0,0,0,0,0,0,0,0
"Variovorax_paradoxus",0,0,0,0,0,0,0,0,0
"Pseudomonas_yamanorum",0,0,0,0,0,0,0,0,0
"Mesorhizobium_sp_UASWS1009",0,0,0,0,0,0,0,0,0
"Chryseobacterium_scophthalmum",0,0,0,0,0,0,0,0,0
"Chlorogloea_sp_CCALA_695",0,0,0,0,0,0,0,0,0
"Methylorubrum_populi",0,0,0,0,0,0,0,0,0
"Lysinibacillus_sp_B2A1",0,0,0,0,0,0,0,0,0
"Zymomonas_mobilis",0,0,0,0,0,0,0,0,0
"Enterococcus_phoeniculicola",0,0,0,0,0,0,0,0,0
"Ralstonia_insidiosa",0,0,0,0,0,0,0,0,0
"Eikenella_sp_NML02_A_017",0,0,0,0,0,0,0,0,0
"Pasteurella_canis",0,0,0,0,0,0,0,0,0
"Desulfomicrobium_orale",0,0,0,0,0,0,0,0,0
"Flavobacterium_sp_FEMGT703F",0,0,0,0,0,0,0,0,0
"Sediminibacterium_sp_FEMGT703S",0,0,0,0,0,0,0,0,0
"Tychonema_bourrellyi",0,0,0,0,0,0,0,0,0
"Tepidimonas_fonticaldi",0,0,0,0,0,0,0,0,0
"Acetivibrio_ethanolgignens",0,0,0,0,0,0,0,0,0
"Lactobacillus_intestinalis",0,0,0,0,0,0,0,0,0
"Vagococcus_teuberi",0,0,0,0,0,0,0,0,0
"Filifactor_alocis",0,0,0,0,0,0,0,0,0
"Peptoanaerobacter_stomatis",0,0,0,0,0,0,0,0,0
"Catonella_morbi",0,0,0,0,0,0,0,0,0
"Moraxella_catarrhalis",0,0,0,0,0,0,0,0,0
"Klebsiella_grimontii",0,0,0,0,0,0,0,0,0
"Treponema_vincentii",0,0,0,0,0,0,0,0,0
"Enterococcus_canis",0,0,0,0,0,0,0,0,0
"Treponema_medium",0,0,0,0,0,0,0,0,0
"Serratia_proteamaculans",0,0,0,0,0,0,0,0,0
"Treponema_sp_OMZ_838",0,0,0,0,0,0,0,0,0
"Thermus_scotoductus",0,0,0,0,0,0,0,0,0
"Photobacterium_damselae",0,0,0,0,0,0,0,0,0
"Dolosigranulum_pigrum",0,0,0,0,0,0,0,0,0
"Edwardsiella_tarda",0,0,0,0,0,0,0,0,0
"Aerococcus_christensenii",0,0,0,0,0,0,0,0,0
"Lelliottia_jeotgali",0,0,0,0,0,0,0,0,0
"Corynebacterium_simulans",0,0,0,0,0,0,0,0,0
"Kluyvera_intermedia",0,0,0,0,0,0,0,0,0
"Phytobacter_ursingii",0,0,0,0,0,0,0,0,0
"Paraburkholderia_tropica",0,0,0,0,0,0,0,0,0
"Prevotella_sp_MGM2",0,0,0,0,0,0,0,0,0
"Elizabethkingia_anophelis",0,0,0,0,0,0,0,0,0
"Rahnella_aquatilis",0,0,0,0,0,0,0,0,0
"Rodentibacter_heylii",0,0,0,0,0,0,0,0,0
"Vibrio_furnissii",0,0,0,0,0,0,0,0,0
"Weissella_minor",0,0,0,0,0,0,0,0,0
"Porphyromonas_canoris",0,0,0,0,0,0,0,0,0
"Bifidobacterium_thermacidophilum",0,0,0,0,0,0,0,0,0
"Pantoea_brenneri",0,0,0,0,0,0,0,0,0
"Pseudomonas_simiae",0,0,0,0,0,0,0,0,0
"Anaerococcus_tetradius",0,0,0,0,0,0,0,0,0
"Lactococcus_plantarum",0,0,0,0,0,0,0,0,0
"Bifidobacterium_mongoliense",0,0,0,0,0,0,0,0,0
"Sodalis_praecaptivus",0,0,0,0,0,0,0,0,0
"Eremococcus_coleocola",0,0,0,0,0,0,0,0,0
"Leucobacter_sp_7_1",0,0,0,0,0,0,0,0,0
"Leucobacter_komagatae",0,0,0,0,0,0,0,0,0
