"","train_1189","train_1248","train_1296","train_1363","train_1379","train_1380","train_1383","train_1384","train_1390","train_1395","train_1399","train_1404","train_1407","train_1414","train_1418","train_1419","train_1422","train_1429","train_1438","train_1440","train_1442","train_1445","train_1447","train_1460","train_1689","train_1702","train_1709","train_1713","train_1716","train_1750","train_1763","train_1791","train_1802","train_1826","train_1831","train_1835","train_1848","train_1850","train_1856","train_1900","train_1903","train_1912"
"Streptococcus_vestibularis",0,0,0,0,0.0113,0,0,0,0,0.09186,0,0,0,0,0,0,0,0,0.01037,0,0,1.02066,0.02865,0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprobacter_secundus",0,0,0,0,0,0,0,0.01605,0,0,0,0.10332,0.00947,0,0.03962,0,0,0.00984,0.15333,0,0,0,0,0,0.01554,0,0,0,0,0,0,0,0,0,0,0,0,0.00743,0,0,0.07318,0
"Gemella_sanguinis",0,0,0.00537,0,0,0,0,0,0,0,0.00968,0,0,0,0,0,0,0,0.03318,0.0029,0,0.00572,0.00334,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_leptum",0.00289,0,0.00351,0.02477,0,0.0337,0,0.01355,0.00466,0.00544,0.03917,0.00887,0.02175,0,0.00433,0.05501,0,0.00281,0,0.11704,0,0.00189,0.00444,0,0.03411,0.00902,0,0,0.00161,0.11896,0,0,0.03792,0.00684,0,0,0,0,0.00807,0.06381,0.04209,0.06071
"Oscillibacter_sp_PC13",0,0,0,0,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0
"Proteobacteria_bacterium_CAG_139",0,0.04719,0,0,0,0,0,0.02414,0,0,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01425,0,0,0,0,0,0.00561,0.10596,0.04382,1.29307,0,0.92614,0.00641,0,0,0,0,0
"Clostridium_citroniae",0.03662,0,0.08851,0,0.00789,0.01019,0,0,0,0.00802,0.00023,0.02442,0,0,0,0,0,0.00297,0.01809,0.04591,0,0.05263,0,0.1754,0,0.01294,0.04042,0,0.01187,0,0.0059,0.03341,0.00059,0.02308,0,0,0,0,0,0,0,0.0182
"Pseudoflavonifractor_capillosus",0,0,0.0022,0.00251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00998,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0
"Methanosphaera_stadtmanae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella_scatoligenes",0.59526,0,0,0,0,0,0.02335,0,0,0,0,0,0.06174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656,0,0.03765,0
"Bacteroides_faecis",0,3.04985,0,0,0,0,0,0.07686,0,0,0,0,0.67452,0.61204,0,0,0,1.48866,0,0,0,0.27933,0,0,0,0,0,2.59621,3.54573,0.06511,0,0.33664,0,0,0,0,0,0,0,0,0,0
"Victivallis_vadensis",0,0,0,0,0.09142,0,0,0,0.07136,0,0.00903,0,0.0227,0,0,0.00152,0,0.01816,0,0,0,0,0,0,0.002,0,0,0,0.02872,0.01331,0.07998,0,0.02755,0,0,0.01322,0,0,0,0.01263,0.08913,0
"Phascolarctobacterium_faecium",0,0.41886,0,0.00863,0.01408,0,0,0,0,0,0,1.3139,0,0,0.01799,0,0,0,0.26337,0,0,0,0.09529,1.52355,0,5.47574,0,0,0,0,0.13016,0,0.00191,0,0,0.59421,0,0,0,0,0,0
"Bacteroides_clarus",0,0,0,0,0.12687,1.75892,0,0,0,0,0.50128,0.89312,0,0,0,0,0,0.12832,0.51315,0,0,0,0.38821,0,0,0.7463,1.60131,0,0,0.02322,0,0,0.9109,0,0,0.07914,0.01255,0.01736,0,0,0,0
"Actinomyces_odontolyticus",0,0,0.00636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Turicimonas_muris",0,0,0,0.00965,0,0,0,0,0,0,0.01133,0,0,0,0,0,0,0,0,0,0,0,0.00323,0,0.02094,0,0,0,0,0,0,0.02242,0.03426,0.06188,0,0.09631,0,0,0,0,0,0
"Bacteroides_nordii",0,0.06628,0,0,0,0,0,0,0,0,0,0,0.00039,0,0,0,0,0.0485,0,0.07008,0,0,0,0,0,0,0,0,0,0,0.00172,0.00182,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_goldsteinii",0,0,0,0.4073,0,0,0,0,0,0,0,0.01324,0,0.00445,0.12843,0.25496,0,0,0,0.92743,0,0.00689,0,0,0,0,0,0,0,1.01742,0.00488,0,0,0,0,0,0,0,0,0,0.02534,0
"Clostridium_bolteae",0.70973,0,0.02921,0,0,0.01112,0,0.00997,0,0.07944,0.03978,0.01181,0.00561,0,0.02348,0,0,0,0.03996,0,0,0.01202,0.0066,0.21821,0,0,0.01378,0,0.00357,0.04814,0.02182,0.00293,0.05128,0.01286,0,0,0,0,0,0.00785,0,0.03402
"Anaerotruncus_sp_CAG_528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96862,0,0,0,0,0,0,0,0
"Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12247,0,0,0.00404,0,0.28152,0,0,0,0
"Bacteroides_faecis_CAG_32",0,0,0,0,0,0,0,0,0,0,0,0,0.84715,0,0,0,0,0,0,0,0,0.29384,0,0,0,0,0,0.03511,1.51838,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_parvula",0,0,0.20555,0,0.05945,0.00151,0.04405,0,0,0,0.17604,0.04343,0,0,0.01214,0.18293,0,0.19889,0.00651,0,0.15249,0,0.19932,0.04636,0,0.04007,0,0,0.19104,0,0.00911,0.20022,0,0,0,0.63459,0,0.01275,0,0.01054,0.05719,0
"Bacteroides_plebeius",0,0,0,0.71215,0,2.06836,0,0,0,0,0,0,0,33.94857,0,0,0,3.00275,0,0,0,0.4119,10.76092,0,0,0,0,0,0,0,0.0487,0,0,0,0,2.09283,0.06406,1.19165,0,0,2.00752,0
"Oxalobacter_formigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11429,0,0
"Bifidobacterium_angulatum",0,0,0,0,0,0,0,0,0,0.38649,0,0,0,0,0,0,0,0,0,0,0,0,0.01223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blastocystis_sp_subtype_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36816,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coprophilus",0,0,0,0.41549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13994,0
"Prevotella_bivia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allisonella_histaminiformans",0,0,0,0,0,0,0,0,0.05444,0.00416,0,0,0,0,0,0,0,0.06505,0.00466,0,0.00272,0.01809,0,0,0,0,0.04641,0,0,0.02207,0,0,0,0,0,0.00274,0.02573,0.00821,0,0,0.02227,0
"Paraprevotella_clara",0,0,0,0,0.00194,0.00594,0,0,0.01583,0,0,0,0.00233,0,0,0,0,0,0,0,0,0.02343,0.00096,0,0,0,0,0,0.2501,0.00626,0,0,0,0,0,0.02233,0,0,0,0.05882,0.03971,0
"Sutterella_parvirubra",0,0,0.31085,0,0.00118,0,0.03002,0,0.03422,0,0.00525,0.06258,0,0.00255,0.00481,0.00184,0,0.02147,0.02817,0,0,0.14963,0.00171,0.00412,0,0,0,0,0.1492,0.03091,0.0058,0,0,0,0.00547,0,0,0.00469,0,0,0,0.0241
"Firmicutes_bacterium_CAG_555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_porcorum",0,0,0,0,0,0,0,0,0,0,0.05049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38841,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_sp_CAG_357",4.21111,0,0,0,3.01615,0,1.43476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_633",0,0,0,0,0,0,0,0,0.00773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95356,0,0,0.56938,0,0,0,0,0,0
"Streptococcus_sobrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_fermentans",0,0,0,2.14929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39698,0,0,0,0,0,0,0,0,0.35943,0,0,0,0
"Klebsiella_variicola",0.11555,0,0.12455,0,0,0,0,0,0,0,0,0,0,0,0.4668,0.10113,0,0.06155,0,0,0,0.01722,0,1.71199,0,0,0,0,0,0,0.27401,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_catenulatum",0,0,0,0,0,0,0,0,0,0,0,0,0.03733,0,0.84672,0,0,0,0,0,0.02344,0.00935,0.03223,0,0,0,0.09878,0,0,0,0,0.04142,0,0,0,0,0,0,0,0,0,1.52663
"Streptococcus_gordonii",0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.02429,0.0331,0,0.02235,0,0,0.02791,0,0.02742,0.00895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecalis",0,0,0,0.06656,0,0,0,0,0,0,0,0,0.35378,0.00398,0,0,0,0,0,0.03118,0,0,0.00665,0,0,0,0,0,0,0,0,0.00163,0,0,0,0,0,0,0,0.22157,0.03977,0
"Bifidobacterium_pseudocatenulatum",0,0,0,0,0,0,0.30535,1.1987,0,0,0.06823,0,0,0,0.29571,0.00153,0,0.08848,0.01646,0,0.00999,0.13905,0.01477,0,0,0.05133,0.17241,0.10907,0,0,0.02452,0.0163,0,0,0,0,0,0,0,0,0,0.59448
"Prevotella_sp_CAG_1185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68931,0,0,0,0,0,0,0,0,0,0,0,0,0.03173,0,0,0,0,0,0
"Prevotella_sp_CAG_5226",0,0,14.97162,0,0,0,0,0,8.81538,0,0,0,0,0,0,0,6.19909,0,0,0,0,3.0562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_sp_CAG_409",0,0,0,0,0,0.23476,0,0,0,0,0.48063,0,0,1.5848,0,0,0,0,0,0,0,0,0.90275,0,0,0,0,0,0,0,0,0,0,0,0,1.10029,0,0,0,0.05809,0.03865,0
"Firmicutes_bacterium_CAG_145",0,0,0,0.00689,0.12041,0.02606,0,0,0,0,0.03529,0,0.08349,0,0,0,0,0,0,0.07117,0,0,0.04233,0,0.32399,0,0.00719,0.03043,0.01636,0,0,0,0.49376,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_sp_An184",0,0,0,0,0.0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02056,0,0,0.00385,0,0,0,0,0,0
"Roseburia_sp_CAG_303",0,0,0,0,0,0,0,0,0,0,0.01559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60241,0,0,0,0.31852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_lutetiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17438,0,0,0,0,0,0,0,0,0,0
"Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Absiella_dolichum",0,0,0.00566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_dolichum_CAG_375",0,0,0.00366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella_nexilis",0,0,0,0,0,0,0,0,0,0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eisenbergiella_massiliensis",0,0.00134,0.08511,0,0,0.68803,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0.30746,0,0,0,0,0.01647,0.03616,0.09024,0,0,0,0.00349,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_242",0,0,0.13586,0.18115,0,0.01177,0,0,0,0,0.11434,0,0,0,0,0,0,0,0,0,0,0.2341,0,0,0,0,0,0,0,0.10391,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_AM42_24",0,0,0,0,0,0,0,0,1.68981,0,0,0,0,0,0,0,3.03346,0,0,0,0.00434,1.11932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrivibrio_sp_CAG_318",0,0,0,19.69056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67296,0,0,0,0,0,0,0,0,0.72159,0,0.12275,0
"Alistipes_sp_An66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sp_HMSC71H05",0,0,0.40622,0,0,0.02154,0,0,0,0,0,0,0,0,0,0.0089,0.04257,0.05206,0,0,0,0.10451,0.02552,0,0,0,0,0,0,0,0.00653,0.04781,0,0,0,0,0,0.02285,0,0,0.0232,0
"Megasphaera_elsdenii",0.63148,0,0,0,2.92487,0,0,0,3.11732,0,0,0,0,0,12.59098,0,0,0,0.00569,0,0,6.08799,2.17427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01181,2.8057,0,3.53575,0
"Acidaminococcus_intestini",8.73595,0,0,0.47702,0.99508,0,0,0,1.50403,0,0,0,0,0,0,0.05154,0,0,5.93206,0,0,8.21215,0.60381,0,0,0,6.50148,0,0,0,0.08067,0,0,0,2.27736,0,0,0,2.24134,0,0,6.86353
"Ruminococcus_sp_CAG_330",0,0,0,0,0.11542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03396,0,0,0,0,0,0,0,0,0,0,0
"Faecalitalea_cylindroides",0,0,0,0,0,0.097,0,0.09972,0,0,0.00238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1965,0,0,0,0,0,0.03936,0.03814,0,0
"Blautia_hydrogenotrophica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enorma_massiliensis",0,0,0,0,0,0.0419,0,0.1255,0,0,0,0,0.01029,0,0.01085,0.00103,0,0,0,0.0236,0,0.0028,0.00486,0,0,0,0,0,0.00093,0.00112,0,0,0.00491,0,0,0,0,0,0,0,0.01088,0.02422
"Anaerotignum_lactatifermentans",0,0,0.00946,0.05972,0,0,0,0,0,0,0,0,0.0587,0,0,0,0,0,0,0,0,0,0,0.16098,0,0,0.13658,0,0,0,0,0,0,0,0.00934,0,0,0,0,0,0,0
"Desulfovibrio_fairfieldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93925,0
"Prevotella_sp_CAG_617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4784,0
"Flavonifractor_sp_An10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_timonensis",0,0,0,0.026,0.00203,0,0.01714,0.01354,0,0,0.02775,0.002,0,0.08227,0,0.00637,0,0,0,0,0,0.00059,0,0,0,0,0,0,0,0.00064,0,0,0,0.0447,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01911,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerofilum_sp_An201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01957,0,0,0,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0.37068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00656,0,0,0,0,0.01381,0,0,0,0.01366,0.01405,0
"Enterococcus_hirae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0.5332,0,0,0,0,0,0,0,0,0.01352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2693,0,0,0,0,0,0,0,0,0.24442,0,0,0,0,0
"Massiliomicrobiota_timonensis",0,0,0.01022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_sp_C12_8",0,0.00918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0.78219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03662,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_cloacae_complex",0,0,0,0,0,0,0.09315,0.08276,0,0,0,0,0,0,0.01828,0,0,0.13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10039,0,0,0,0,0,0
"Ruminococcus_sp_CAG_488",0,0,0,0,0,0,0,0,0.34679,0,0,0,0,0,0,0,0.01814,1.06728,0,0,0,0,0,0,0,0,0,0,0,0.00536,0.7322,0,0,0,0,0,0,0.02491,0.46948,0,0.0139,0
"Bacteroides_sp_CAG_530",0,0,0,0,0,0,0,0,0.22994,0,0,0,0,0,0,0,0.12587,0,0.81088,0,0.07705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_callidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05316,0,0.00616,0.12941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella_jalaludinii",0,0,0,0,0,0,0,0,0.22682,0,0.00296,0,0,0,0,0,0,0,0,0,0,0.08129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38072,0,0.00172,0
"Phascolarctobacterium_sp_CAG_266",0,0,0,0,0.81834,1.6497,0,0,0,0,0,0.77006,0,0,0,0,0,0,0,0,0,0,0,0,2.80897,0,0,0,0,0,0,0,1.91121,0,0,0,0,2.64823,0.04481,0,0.06481,2.09297
"Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1037,2.48822,0,0,0,0.45041,0,0,0,0,0,0,0,0,17.44118,0,0,0,0,0,0,0,0,0,0,0,0
"Dielma_fastidiosa",0,0.02049,0,0.0038,0,0,0,0,0,0,0,0.0302,1.28478,0,0,0.23638,0,0,0.00054,0,0,0.07409,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01761,0,0,0,0,0,0,0,0.00169,0,0,0,0,0,0,0
"Clostridium_sp_CAG_964",0,0.0774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24884,0,0,0,0,0.58459,0,0,0,0,0,0,0,0,1.6569,0,0
"Lactobacillus_kefiranofaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_acidophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00089,0,0,0
"Varibaculum_cambriense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrionaceae_bacterium",0,0,0.14223,0,0.16164,0.18052,0,0,0.14375,0,0.12628,0,0,0,0,0,0,0.03331,0,0,0,0.06017,0,0,0,0,0,0,0,1.82248,0,0,0,0,0,0,0,0,0,0,0,0.0979
"Citrobacter_koseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_rhamnosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2503,0.00134,0,0,0,0,0,0,0,0,0,0.42463,0
"Prevotella_corporis",0.10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01505,0,0,0,0.00602,0,0,0,0,0,0,0,0,0,0,0
"Mogibacterium_diversum",0.00325,0,0.00578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fretibacterium_fastidiosum",0,0.00363,0,0,0,0,0,0,0,0,0.00598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00728,0,0,0,0,0,0
"Streptococcus_australis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01478,0,0.01101,0,0,0.00097,0.00606,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_ruminis",1.38659,0,0.58063,0,0.16764,0,0,0,0,0,0,0,0,0,0,0.18951,0.03438,0,0,0,0,0.62766,0.06872,0,0.00252,0,0,0,0,0.00504,0,0,0,0,0,0.02263,0.13565,0,0,0,0,0.50879
"Fusobacterium_sp_CAG_439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_mucilaginosa",0,0,0.0356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_OM08_24",0,0,0.02412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412,0,0,0.00078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742,0,0,0,0
"Bacteroides_sp_CAG_927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_rogosae",0,0,0,0.00221,0.02865,0,0,0,0.05705,0,0.01805,0,0,0,0,0.0036,0,0,0,0,0.12546,0,0,0.33903,0.03133,0,0,0,0.60525,0.00737,0,0,0,0,0,0,0,0.03199,0.08589,0,0.06894,0
"Hafnia_paralvei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499,0
"Hafnia_alvei",0,0,0,1.23202,0,0,0,0,0,0,0,0,3.36435,0.29963,0,0,0,0,0,1.90689,0.11082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02121,0
"Bacteroides_sp_43_108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_asparagiforme",0.02356,0,0.09056,0.00739,0,0,0,0,0,0,0.00377,0.01309,0,0,0,0,0,0,0,0,0,0.03536,0,0,0,0,0.05764,0,0,0,0,0.09294,0,0.02813,0,0.00469,0,0,0,0.00823,0,0.0069
"Clostridium_lavalense",0.00175,0,0,0,0,0.02589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02779,0,0,0.00303,0,0,0.00096,0.01417,0,0.00473,0,0.00717,0.00421,0,0,0,0,0,0,0,0,0,0.01101
"Lactobacillus_sakei",0,0,0.02753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02877,0,0,0,0,0,0,0,0,0,0
